id,word,txt_file,index_of_word_in_txt_file,first_letter_uppercase,all_uppercase,word_len,part_of_upper_seq,pos_in_upper_seq,next_word_has_numerals,num_of_occurrences_of_word,word_only_contains_letters,previous_word_is_the,previous_word_is_from,previous_word_is_by,label
45,SteelSeries,iset/124_B00YHU62KG.txt,72,True,False,11,False,0,False,1,True,True,False,False,True
46,NVIDIA,iset/124_B00YHU62KG.txt,111,True,True,6,True,2,False,1,True,False,False,False,True
47,MSI,iset/124_B00YHU62KG.txt,202,True,True,3,True,1,True,2,True,False,False,False,True
48,ASUS,iset/124_B00YHU62KG.txt,245,True,True,4,True,1,False,1,True,False,False,False,True
49,MSI,iset/124_B00YHU62KG.txt,269,True,True,3,True,1,True,2,True,True,False,False,True
50,NVIDIA,iset/125_B00YPBWWO2.txt,17,True,True,6,True,2,False,1,True,False,False,False,True
51,MSI,iset/126_B00YPBWWW4.txt,0,True,True,3,True,1,True,1,True,False,False,False,True
52,Intel,iset/126_B00YPBWWW4.txt,6,True,False,5,True,1,False,1,True,False,False,False,True
53,Dynaudio,iset/126_B00YPBWWW4.txt,32,True,False,8,True,1,False,1,True,False,False,False,True
54,MSI,iset/127_B00YPCA7DE.txt,0,True,True,3,True,1,True,1,True,False,False,False,True
55,MSI,iset/128_B00YQNSEQ4.txt,0,True,True,3,True,1,True,1,True,False,False,False,True
56,Intel,iset/128_B00YQNSEQ4.txt,7,True,False,5,True,1,False,1,True,False,False,False,True
57,NVIDIA,iset/128_B00YQNSEQ4.txt,13,True,True,6,True,1,False,1,True,False,False,False,True
58,Intel,iset/12_B004FENLD0.txt,29,True,False,5,True,1,False,1,True,False,False,False,True
59,NVIDIA,iset/12_B004FENLD0.txt,35,True,True,6,False,0,False,2,True,False,False,False,True
60,NVIDIA,iset/12_B004FENLD0.txt,97,True,True,6,True,1,False,2,True,False,False,False,True
61,Apple,iset/12_B004FENLD0.txt,123,True,False,5,True,2,False,1,True,False,False,False,True
62,Apple,iset/130_B00YWCC65E.txt,1,True,False,5,True,2,False,2,True,False,False,False,True
63,Intel,iset/130_B00YWCC65E.txt,14,True,False,5,True,3,False,1,True,False,False,False,True
64,nVidia,iset/130_B00YWCC65E.txt,35,False,False,6,False,0,False,1,True,False,False,False,True
65,Apple,iset/130_B00YWCC65E.txt,79,True,False,5,True,3,False,2,True,False,False,False,True
66,Intel,iset/131_B00ZAQBLTS.txt,46,True,False,5,True,1,True,1,True,True,False,False,True
67,Toshiba,iset/133_B014LV732Q.txt,0,True,False,7,True,1,False,1,True,False,False,False,True
68,Intel,iset/133_B014LV732Q.txt,7,True,False,5,False,0,True,1,True,False,False,False,True
69,MSI,iset/134_B014QSTWKK.txt,0,True,True,3,True,1,True,1,True,False,False,False,True
70,APACHE,iset/134_B014QSTWKK.txt,2,True,True,6,True,3,True,1,True,False,False,False,True
71,Intel,iset/134_B014QSTWKK.txt,6,True,False,5,True,1,False,1,True,False,False,False,True
72,NVIDIA,iset/135_B0150PK3FQ.txt,10,True,True,6,True,1,False,1,True,False,False,False,True
73,INTEL,iset/136_B0150PLJBS.txt,3,True,True,5,True,2,False,1,True,False,False,False,True
74,Intel,iset/136_B0150PLJBS.txt,18,True,False,5,False,0,True,1,True,False,False,False,True
75,NVIDIA,iset/136_B0150PLJBS.txt,54,True,True,6,True,4,False,1,True,True,False,False,True
76,STEELSERIES,iset/136_B0150PLJBS.txt,456,True,True,11,True,1,False,1,True,False,False,False,True
77,NVIDIA,iset/137_B0150PLQFM.txt,15,True,True,6,True,2,False,1,True,False,False,False,True
78,Dynaudio,iset/137_B0150PLQFM.txt,67,True,False,8,True,3,False,1,True,False,False,False,True
79,NVIDIA,iset/138_B0150PLVAC.txt,4,True,True,6,True,5,False,4,True,False,False,False,True
80,NVIDIA,iset/138_B0150PLVAC.txt,10,True,True,6,True,1,False,4,True,False,False,False,True
81,Intel,iset/138_B0150PLVAC.txt,82,True,False,5,False,0,True,2,True,False,False,False,True
82,Intel,iset/138_B0150PLVAC.txt,114,True,False,5,True,1,False,2,True,True,False,False,True
83,NVIDIA,iset/138_B0150PLVAC.txt,136,True,True,6,True,3,False,4,True,False,False,False,True
84,NVIDIA,iset/138_B0150PLVAC.txt,186,True,True,6,True,1,False,4,True,False,False,False,True
85,Dyanudio,iset/138_B0150PLVAC.txt,465,True,False,8,False,0,False,1,True,False,False,False,True
86,STEELSERIES,iset/138_B0150PLVAC.txt,552,True,True,11,True,1,False,1,True,False,False,False,True
87,Intel,iset/13_B004FJMS48.txt,6,True,False,5,False,0,False,1,True,False,False,False,True
88,Microsoft,iset/140_B01606M7VM.txt,0,True,False,9,True,1,False,1,True,False,False,False,True
89,Intel,iset/140_B01606M7VM.txt,16,True,False,5,True,2,False,1,True,False,False,False,True
90,Intel,iset/142_B016C0YL88.txt,14,True,False,5,True,2,False,1,True,False,False,False,True
91,NVIDIA,iset/142_B016C0YL88.txt,80,True,True,6,True,1,False,1,True,False,False,False,True
92,NVIDIA,iset/143_B016E80MWC.txt,15,True,True,6,True,2,False,1,True,False,False,False,True
93,Intel,iset/143_B016E80MWC.txt,46,True,False,5,True,9,True,1,True,False,False,False,True
94,Dynaudio,iset/143_B016E80MWC.txt,78,True,False,8,True,3,False,1,True,False,False,False,True
95,NVIDIA,iset/144_B016E8212Q.txt,15,True,True,6,True,2,False,1,True,False,False,False,True
96,NVMe,iset/144_B016E8212Q.txt,38,True,False,4,True,1,False,1,True,False,False,False,True
97,Intel,iset/144_B016E8212Q.txt,46,True,False,5,True,9,True,1,True,False,False,False,True
98,Dynaudio,iset/144_B016E8212Q.txt,78,True,False,8,True,3,False,1,True,False,False,False,True
99,Microsoft,iset/145_B016LGINBO.txt,0,True,False,9,True,1,False,1,True,False,False,False,True
100,Intel,iset/145_B016LGINBO.txt,14,True,False,5,True,1,False,1,True,False,False,False,True
101,MICROSOFT,iset/146_B016N5S3QI.txt,0,True,True,9,True,1,False,1,True,False,False,False,True
102,Samsung,iset/148_B016RH8NL2.txt,0,True,False,7,True,1,True,1,True,False,False,False,True
103,Google,iset/148_B016RH8NL2.txt,2,True,False,6,True,3,False,1,True,False,False,False,True
104,Intel,iset/14_B004IGPWWI.txt,32,True,False,5,True,2,False,1,True,False,False,False,True
105,NVIDIA,iset/14_B004IGPWWI.txt,64,True,True,6,True,1,False,1,True,False,False,False,True
106,Apple,iset/14_B004IGPWWI.txt,130,True,False,5,True,1,False,1,True,False,False,False,True
107,Toshiba,iset/150_B017VXJB9E.txt,1,True,False,7,True,2,False,1,True,True,False,False,True
108,AMD,iset/150_B017VXJB9E.txt,6,True,True,3,True,1,False,2,True,False,False,False,True
109,AMD,iset/150_B017VXJB9E.txt,21,True,True,3,True,1,False,2,True,False,False,False,True
110,DTS,iset/150_B017VXJB9E.txt,162,True,True,3,True,1,False,1,True,False,False,False,True
111,Microsoft,iset/151_B0193SG91S.txt,0,True,False,9,True,1,False,1,True,False,False,False,True
112,Intel,iset/151_B0193SG91S.txt,14,True,False,5,True,1,False,1,True,False,False,False,True
113,Dynaudio,iset/152_B01974IDWQ.txt,82,True,False,8,True,1,False,1,True,False,False,False,True
114,Acer,iset/154_B019B2AX1I.txt,0,True,False,4,True,1,False,3,True,False,False,False,True
115,Corning,iset/154_B019B2AX1I.txt,94,True,False,7,True,1,False,1,True,False,False,False,True
116,Acer,iset/154_B019B2AX1I.txt,137,True,False,4,True,1,False,3,True,True,False,False,True
117,Acer,iset/154_B019B2AX1I.txt,142,True,False,4,True,1,False,3,True,False,False,False,True
118,Microsoft,iset/155_B01A51G0I4.txt,107,True,False,9,True,1,False,2,True,False,False,False,True
119,Microsoft,iset/155_B01A51G0I4.txt,121,True,False,9,True,1,False,2,True,True,False,False,True
120,Intel,iset/155_B01A51G0I4.txt,142,True,False,5,True,1,False,1,True,False,False,False,True
121,Dolby,iset/155_B01A51G0I4.txt,241,True,False,5,True,2,False,1,True,False,False,False,True
122,Facebook,iset/155_B01A51G0I4.txt,266,True,False,8,False,0,False,1,True,False,False,False,True
123,NVIDIA,iset/156_B01AC40DEG.txt,15,True,True,6,True,2,False,1,True,False,False,False,True
124,Qualcomm,iset/156_B01AC40DEG.txt,40,True,False,8,True,1,False,1,True,False,False,False,True
125,Intel,iset/156_B01AC40DEG.txt,43,True,False,5,False,0,True,1,True,False,False,False,True
126,Dynaudio,iset/156_B01AC40DEG.txt,83,True,False,8,True,3,False,1,True,False,False,False,True
127,NVIDIA,iset/157_B01AC40F62.txt,15,True,True,6,True,2,False,1,True,False,False,False,True
128,Qualcomm,iset/157_B01AC40F62.txt,35,True,False,8,True,1,False,1,True,False,False,False,True
129,Intel,iset/157_B01AC40F62.txt,38,True,False,5,False,0,True,1,True,False,False,False,True
130,INTEL,iset/158_B01AC40NZA.txt,3,True,True,5,True,2,False,1,True,False,False,False,True
131,Intel,iset/158_B01AC40NZA.txt,19,True,False,5,False,0,True,1,True,False,False,False,True
132,NVIDIA,iset/158_B01AC40NZA.txt,55,True,True,6,True,4,False,2,True,True,False,False,True
133,NVIDIA,iset/158_B01AC40NZA.txt,105,True,True,6,True,1,False,2,True,False,False,False,True
134,MSI,iset/158_B01AC40NZA.txt,212,True,True,3,True,2,False,2,True,False,False,False,True
135,STEELSERIES,iset/158_B01AC40NZA.txt,398,True,True,11,True,1,False,1,True,False,False,False,True
136,SAMSUNG,iset/15_B004MF11LG.txt,1,True,True,7,True,2,False,1,True,False,False,False,True
137,Samsung,iset/15_B004MF11LG.txt,2,True,False,7,True,3,True,1,True,False,False,False,True
138,Intel,iset/15_B004MF11LG.txt,4,True,False,5,True,5,True,1,True,False,False,False,True
139,Intel,iset/160_B01AHPDGHG.txt,1,True,False,5,True,1,False,2,True,False,False,False,True
140,Intel,iset/160_B01AHPDGHG.txt,38,True,False,5,True,1,False,2,True,False,False,False,True
141,Intel,iset/161_B01AKS2LXU.txt,1,True,False,5,True,1,False,2,True,False,False,False,True
142,Intel,iset/161_B01AKS2LXU.txt,36,True,False,5,True,1,False,2,True,False,False,False,True
143,Apple,iset/161_B01AKS2LXU.txt,95,True,False,5,True,1,False,1,True,False,False,False,True
144,Intel,iset/162_B01AKSQD8Y.txt,1,True,False,5,True,1,False,2,True,False,False,False,True
145,Intel,iset/162_B01AKSQD8Y.txt,39,True,False,5,True,1,False,2,True,False,False,False,True
146,Datavision,iset/163_B01AO1T44W.txt,9,True,False,10,False,0,False,1,True,False,False,True,True
147,Intel,iset/163_B01AO1T44W.txt,42,True,False,5,True,1,False,1,True,False,False,False,True
148,Google,iset/164_B01APA662K.txt,20,True,False,6,False,0,False,2,True,False,False,False,True
149,Samsung,iset/165_B01AWGXN00.txt,0,True,False,7,True,1,False,2,True,False,False,False,True
150,Samsung,iset/165_B01AWGXN00.txt,86,True,False,7,True,1,False,2,True,False,False,False,True
151,Samsung,iset/166_B01AZ7NQIK.txt,1,True,False,7,True,2,False,1,True,True,False,False,True
152,Samsung,iset/167_B01AZ7NRNY.txt,1,True,False,7,True,2,False,1,True,True,False,False,True
153,Microsoft,iset/169_B01B94ILYM.txt,0,True,False,9,True,1,False,1,True,False,False,False,True
154,Intel,iset/169_B01B94ILYM.txt,10,True,False,5,True,1,False,1,True,False,False,False,True
155,Toshiba,iset/170_B01BGLW7DO.txt,34,True,False,7,False,0,False,1,True,False,True,False,True
156,Intel,iset/171_B01BH317UK.txt,65,True,False,5,True,2,False,3,True,False,False,False,True
157,Intel,iset/171_B01BH317UK.txt,106,True,False,5,True,1,False,3,True,False,False,False,True
158,Intel,iset/171_B01BH317UK.txt,109,True,False,5,True,1,False,3,True,False,False,False,True
159,Intel,iset/172_B01BJ0L86Y.txt,1,True,False,5,True,2,False,2,True,False,False,False,True
160,NVIDIA,iset/172_B01BJ0L86Y.txt,22,True,True,6,True,5,False,1,True,False,False,False,True
161,Intel,iset/172_B01BJ0L86Y.txt,49,True,False,5,True,2,False,2,True,False,False,False,True
162,Dell,iset/172_B01BJ0L86Y.txt,76,True,False,4,True,7,False,1,True,False,False,False,True
163,MICROSOFT,iset/173_B01BN9XL0C.txt,2,True,True,9,True,1,False,2,True,False,False,False,True
164,INTEL,iset/173_B01BN9XL0C.txt,22,True,True,5,True,2,False,2,True,False,False,False,True
165,MICROSOFT,iset/173_B01BN9XL0C.txt,27,True,True,9,True,1,False,2,True,False,False,False,True
166,INTEL,iset/173_B01BN9XL0C.txt,33,True,True,5,True,1,False,2,True,False,False,False,True
167,Microsoft,iset/173_B01BN9XL0C.txt,44,True,False,9,True,2,False,1,True,False,False,False,True
168,Intel,iset/173_B01BN9XL0C.txt,50,True,False,5,False,0,True,1,True,False,False,False,True
169,Intel,iset/176_B01C6QYADI.txt,22,True,False,5,True,1,False,1,True,False,False,False,True
170,NVIDIA,iset/176_B01C6QYADI.txt,29,True,True,6,True,1,False,1,True,False,False,False,True
171,ASUS,iset/176_B01C6QYADI.txt,43,True,True,4,True,1,False,1,True,True,False,False,True
172,Toshiba,iset/177_B01CCCXWRQ.txt,0,True,False,7,True,1,False,1,True,False,False,False,True
173,Intel,iset/177_B01CCCXWRQ.txt,3,True,False,5,True,4,False,1,True,False,False,False,True
174,Intel,iset/178_B01CHPT0WE.txt,19,True,False,5,True,1,False,3,True,False,False,False,True
175,Intel,iset/178_B01CHPT0WE.txt,66,True,False,5,True,1,False,3,True,False,False,False,True
176,Sony,iset/17_B00590950M.txt,0,True,False,4,True,1,False,1,True,False,False,False,True
177,AMD,iset/180_B01CKRVWL6.txt,33,True,True,3,True,1,False,1,True,False,False,False,True
178,Microsoft,iset/181_B01CNKO4FQ.txt,0,True,False,9,True,1,False,1,True,False,False,False,True
179,Intel,iset/181_B01CNKO4FQ.txt,4,True,False,5,True,1,False,1,True,False,False,False,True
180,Intel,iset/183_B01CZ1A100.txt,2,True,False,5,True,3,False,3,True,False,False,False,True
181,Intel,iset/183_B01CZ1A100.txt,26,True,False,5,True,4,False,3,True,False,False,False,True
182,Intel,iset/183_B01CZ1A100.txt,30,True,False,5,False,0,True,3,True,False,False,False,True
183,Apple,iset/185_B01D51ZWOY.txt,1,True,False,5,True,2,False,2,True,True,False,False,True
184,INTEL,iset/185_B01D51ZWOY.txt,172,True,True,5,True,1,False,1,True,False,False,False,True
185,Intel,iset/185_B01D51ZWOY.txt,188,True,False,5,True,1,False,4,True,False,False,False,True
186,Intel,iset/185_B01D51ZWOY.txt,212,True,False,5,True,1,False,4,True,False,False,False,True
187,Intel,iset/185_B01D51ZWOY.txt,235,True,False,5,True,1,False,4,True,False,False,False,True
188,Intel,iset/185_B01D51ZWOY.txt,242,True,False,5,True,1,False,4,True,True,False,False,True
189,Apple,iset/185_B01D51ZWOY.txt,302,True,False,5,True,1,False,2,True,True,False,False,True
190,Intel,iset/186_B01DAS1PXY.txt,2,True,False,5,True,1,False,3,True,False,False,False,True
191,Intel,iset/186_B01DAS1PXY.txt,26,True,False,5,True,4,False,3,True,False,False,False,True
192,Intel,iset/186_B01DAS1PXY.txt,29,True,False,5,False,0,True,3,True,False,False,False,True
193,Lenovo,iset/187_B01DF5900C.txt,92,True,False,6,True,2,False,1,True,True,False,False,True
194,Google,iset/187_B01DF5900C.txt,150,True,False,6,True,1,False,1,True,False,False,False,True
195,Intel,iset/187_B01DF5900C.txt,181,True,False,5,True,2,False,2,True,False,False,False,True
196,Intel,iset/188_B01DFD9IO2.txt,18,True,False,5,True,4,False,3,True,False,False,False,True
197,Intel,iset/188_B01DFD9IO2.txt,21,True,False,5,False,0,True,3,True,False,False,False,True
198,Lenovo,iset/189_B01DFKNMBU.txt,0,True,False,6,True,1,False,1,True,False,False,False,True
199,Intel,iset/189_B01DFKNMBU.txt,111,True,False,5,False,0,False,4,True,False,False,False,True
200,Intel,iset/189_B01DFKNMBU.txt,126,True,False,5,False,0,False,4,True,False,False,False,True
201,Intel,iset/189_B01DFKNMBU.txt,161,True,False,5,True,1,False,4,True,False,False,False,True
202,Intel,iset/189_B01DFKNMBU.txt,199,True,False,5,True,1,False,4,True,False,False,False,True
203,Intel,iset/190_B01DHKV2CY.txt,29,True,False,5,True,1,False,2,True,False,False,False,True
204,Intel,iset/190_B01DHKV2CY.txt,63,True,False,5,True,1,False,2,True,False,False,False,True
205,Lenovo,iset/190_B01DHKV2CY.txt,101,True,False,6,True,1,False,1,True,False,False,False,True
206,Waves,iset/190_B01DHKV2CY.txt,116,True,False,5,True,1,False,1,True,False,False,False,True
207,INTEL,iset/191_B01DSSLIX8.txt,3,True,True,5,True,2,False,1,True,False,False,False,True
208,Intel,iset/191_B01DSSLIX8.txt,11,True,False,5,False,0,False,1,True,False,False,False,True
209,NVMe,iset/191_B01DSSLIX8.txt,59,True,False,4,False,0,False,1,True,False,False,False,True
210,MSI,iset/191_B01DSSLIX8.txt,224,True,True,3,False,0,False,4,True,False,False,False,True
211,NVIDIA,iset/191_B01DSSLIX8.txt,259,True,True,6,True,3,False,2,True,False,False,False,True
212,NVIDIA,iset/191_B01DSSLIX8.txt,263,True,True,6,True,1,False,2,True,False,False,False,True
213,MSI,iset/191_B01DSSLIX8.txt,493,True,True,3,False,0,False,4,True,False,False,False,True
214,MSI,iset/191_B01DSSLIX8.txt,499,True,True,3,True,4,False,4,True,True,False,False,True
215,Lenovo,iset/192_B01EGCL4VQ.txt,1,True,False,6,True,2,False,2,True,True,False,False,True
216,Intel,iset/192_B01EGCL4VQ.txt,26,True,False,5,True,1,False,3,True,False,False,False,True
217,Intel,iset/192_B01EGCL4VQ.txt,108,True,False,5,True,1,False,3,True,False,False,False,True
218,Intel,iset/192_B01EGCL4VQ.txt,133,True,False,5,True,1,False,3,True,False,False,False,True
219,Lenovo,iset/192_B01EGCL4VQ.txt,197,True,False,6,True,3,False,2,True,False,False,False,True
220,Intel,iset/193_B01EXFDDWO.txt,2,True,False,5,True,1,False,1,True,False,False,False,True
221,Apple,iset/193_B01EXFDDWO.txt,27,True,False,5,False,0,False,1,True,False,True,False,True
222,Acer,iset/194_B01F1Z78TO.txt,0,True,False,4,True,1,False,2,True,False,False,False,True
223,Intel,iset/194_B01F1Z78TO.txt,11,True,False,5,True,2,False,1,True,False,False,False,True
224,NVIDIA,iset/194_B01F1Z78TO.txt,33,True,True,6,True,7,False,1,True,False,False,False,True
225,Acer,iset/194_B01F1Z78TO.txt,63,True,False,4,True,1,False,2,True,False,False,False,True
226,AMD,iset/195_B01F2QG80C.txt,4,True,True,3,True,3,False,2,True,False,False,False,True
227,AMD,iset/195_B01F2QG80C.txt,47,True,True,3,True,2,False,2,True,False,False,False,True
228,ASUS,iset/196_B01F57BT48.txt,0,True,True,4,True,1,True,1,True,False,False,False,True
229,Intel,iset/196_B01F57BT48.txt,8,True,False,5,True,1,False,2,True,False,False,False,True
230,Intel,iset/196_B01F57BT48.txt,16,True,False,5,True,2,False,2,True,False,False,False,True
231,Microsoft,iset/197_B01F6TZ74I.txt,0,True,False,9,True,1,False,1,True,False,False,False,True
232,Intel,iset/197_B01F6TZ74I.txt,10,True,False,5,True,1,False,1,True,False,False,False,True
233,Intel,iset/198_B01FAK7O6M.txt,11,True,False,5,True,1,False,7,True,False,False,False,True
234,Intel,iset/198_B01FAK7O6M.txt,19,True,False,5,True,1,False,7,True,False,False,False,True
235,Intel,iset/198_B01FAK7O6M.txt,24,True,False,5,False,0,False,7,True,False,False,False,True
236,Intel,iset/198_B01FAK7O6M.txt,37,True,False,5,True,3,False,7,True,False,False,False,True
237,Intel,iset/198_B01FAK7O6M.txt,51,True,False,5,True,2,False,7,True,False,False,False,True
238,Intel,iset/198_B01FAK7O6M.txt,63,True,False,5,True,1,False,7,True,False,False,False,True
239,Intel,iset/199_B01FOSL5Y2.txt,49,True,False,5,True,2,False,1,True,False,False,False,True
240,Samsung,iset/19_B005OKPSTE.txt,7,True,False,7,True,2,False,1,True,False,False,False,True
241,Intel,iset/1_B000IALP88.txt,57,True,False,5,True,1,False,2,True,False,False,False,True
242,Microsoft,iset/1_B000IALP88.txt,68,True,False,9,True,1,False,1,True,False,False,False,True
243,Intel,iset/1_B000IALP88.txt,247,True,False,5,True,3,False,2,True,False,False,False,True
244,MSI,iset/200_B01FUW7K00.txt,0,True,True,3,True,1,True,1,True,False,False,False,True
245,Intel,iset/200_B01FUW7K00.txt,10,True,False,5,True,1,False,1,True,False,False,False,True
246,NVIDIA,iset/200_B01FUW7K00.txt,38,True,True,6,True,1,False,1,True,False,False,False,True
247,Gigabit,iset/200_B01FUW7K00.txt,62,True,False,7,True,1,False,1,True,False,False,False,True
248,Intel,iset/201_B01FV1F35Y.txt,21,True,False,5,False,0,True,2,True,False,False,False,True
249,Intel,iset/201_B01FV1F35Y.txt,53,True,False,5,True,1,False,2,True,True,False,False,True
250,Intel,iset/202_B01FZTTFEW.txt,39,True,False,5,True,2,False,3,True,False,False,False,True
251,Intel,iset/202_B01FZTTFEW.txt,143,True,False,5,True,1,False,3,True,False,False,False,True
252,Intel,iset/202_B01FZTTFEW.txt,200,True,False,5,True,2,False,3,True,False,False,False,True
253,NVIDIA,iset/203_B01G1ELF7K.txt,18,True,True,6,True,2,False,2,True,False,False,False,True
254,ASUS,iset/203_B01G1ELF7K.txt,93,True,True,4,True,3,False,1,True,False,False,False,True
255,Intel,iset/203_B01G1ELF7K.txt,101,True,False,5,True,2,False,3,True,False,False,False,True
256,Intel,iset/203_B01G1ELF7K.txt,137,True,False,5,True,2,True,3,True,False,False,False,True
257,NVIDIA,iset/203_B01G1ELF7K.txt,172,True,True,6,True,5,False,2,True,False,False,False,True
258,Intel,iset/203_B01G1ELF7K.txt,212,True,False,5,True,3,False,3,True,False,False,False,True
259,Intel,iset/204_B01GIQEYFG.txt,179,True,False,5,True,1,False,4,True,False,False,False,True
260,Intel,iset/204_B01GIQEYFG.txt,196,True,False,5,True,1,False,4,True,False,False,False,True
261,Intel,iset/204_B01GIQEYFG.txt,219,True,False,5,True,1,False,4,True,False,False,False,True
262,Intel,iset/205_B01GKFTYQO.txt,11,True,False,5,True,2,False,1,True,False,False,False,True
263,NVIDIA,iset/205_B01GKFTYQO.txt,22,True,True,6,True,2,False,2,True,False,False,False,True
264,NVIDIA,iset/205_B01GKFTYQO.txt,29,True,True,6,True,1,False,2,True,False,False,False,True
265,Intel,iset/206_B01GKHH6QW.txt,41,True,False,5,True,2,False,3,True,False,False,False,True
266,Intel,iset/206_B01GKHH6QW.txt,107,True,False,5,True,1,False,3,True,False,False,False,True
267,DTS,iset/206_B01GKHH6QW.txt,133,True,True,3,True,1,False,1,True,False,False,False,True
268,Intel,iset/206_B01GKHH6QW.txt,237,True,False,5,True,2,False,3,True,False,False,False,True
269,Intel,iset/207_B01GMCHL7O.txt,40,True,False,5,True,1,False,2,True,False,False,False,True
270,Intel,iset/207_B01GMCHL7O.txt,100,True,False,5,True,2,False,2,True,False,False,False,True
271,Lenovo,iset/207_B01GMCHL7O.txt,120,True,False,6,True,2,False,6,True,False,False,False,True
272,Lenovo,iset/207_B01GMCHL7O.txt,158,True,False,6,False,0,False,6,True,True,False,False,True
