N82E16822242015,22-242-015,10/27/2009 7:59:42 AM,Francisco S.,Versatile Drive for Tech Jobs & Personal Storage,5," I was really happy when this drive came in! I am a computer tech and so I run into many different operating systems when fixing computers like Mac OS, Windows, Linux, etc…I am really happy that I found a cool portable drive that supports all these types of operating systems out of the box! The drive is quiet and so far I have had no problems with it. I’ve actually used it for two computer jobs so far and it kept up to the beating I put it through. I use it regularly to store my personal data for backup and for my computer tech work. Also I called the manufactures helpdesk to ask them a couple of tech questions about the drive and I was able to get a tech on the line very fast and easy, no complicated transfers that give you the run around…", The USB cable is really thick and not easy to fold up and conceal. I feel like I have to bend the USB cable gets it to wrap up and store away. It doesn’t affect its function just it’s an uncomfortable springy cable to work with…, All around a great performing drive and it’s not that expensive either. Cirago has earned my trust and I look forward to buying more stuff from them later down the line!,None,None
N82E16822242015,22-242-015,8/26/2009 8:07:11 AM,Elias S.,Awesome Would Buy one again if i need it.,5, Cheap.portable, non, just awesome,None,None
N82E16822242015,22-242-015,6/17/2009 8:30:42 AM,Matthew C.,Great Hard Drive,5, Amazing hard drive. No issues. Doesn't require extra power source which is great for a netbook., none,,1,2
N82E16822242015,22-242-015,4/29/2009 2:57:00 PM,Brian K.,Failed within 3 days,1, if it worked with would be a great price and size, failed within 3 days of opening it, the price was too good to be true,2,3
9SIA2W01BU0076,22-154-548,12/19/2013 1:15:16 PM,Ben S.,Not Great,1," Lots of storage, compact and rugged.  Software is simple and easy to use."," Purchased so I could use with my Dell laptop's Firewire port.  Sadly, after purchasing this item and a $25 Firewire cable, LaCie's tech support tells me it does not work with my Firewire port.    This should be clear in the specs and the manual.  It is never mentioned.  The issue is that unless you use a 9-pin Firewire to 9-pin Firewire cable you are out of luck.  I have a 4 PIN Firewire in my laptop as does most of the world.  I've never even seen a 9-PIN Firewire on a laptop.  This is an absurd requirement for a decide typically used to backup a laptop computer.  I feel very misled and feel that LeCie is not being upfront in their marketing.", Would not purchase.,0,3
9SIA2W01BU0076,22-154-548,8/3/2013 12:56:32 AM,Anonymous,Excellent Portable Drive,5," This is a really simple to use and friendly little drive. It's very fast with USB 3.0, and it's big enough to hold the gazillion pictures I've got of our kids, vacations, etc. The drive doesn't need an external power supply, which is very convenient. And it's very portable thanks to its rugged design.", It'd be great if it existed in other colors.," Good stable performance, great quality",None,None
9SIA2W01BU0076,22-154-548,6/29/2013 1:35:52 PM,Uwe H.,,1, Looking promising," Have now 3 LaCie hard drives laying around... the ports on all of them gave out just around the time the warranty expired... Should have learned my lesson after this happened to the 2nd drive (Rikiki), but instead had to add a 1TB Rugged to this graveyard.",,1,3
9SIA2W01BU0076,22-154-548,5/28/2013 12:25:21 PM,Simon E.,Deteriorate just from lying on shelf,1," look rugged and feel as reliable device, but appearance are deceiving"," I bought it as back up storage for all my photo archive. After 4 years of very careful handling, never dropped, only used for storage of  photos, without deleting or overriding,  it started loosing data, LaCie software requested reformat. I have secondary WD drive so I re-formatted LaCie and try to cope all back, but now it stop working at all. The drive was used to less than 30% capacity", do not trust,0,4
9SIA2W01BU0076,22-154-548,3/3/2013 9:31:32 AM,Gari V.,Great Hard Drive,5," This is a great hard drive. Fast via Firewire 800. Dual ports for daisy chaining works great with my other firewire 800 drives.Write Speeds via Firewire 800:79.8 MB/sRead Speeds 82.5 MB/sUsing Black Magic Design, Disk Speed Test app.Test file size set to 5GB", non so far., Faster the any other 2.5 inch FW800 drive I own.I own a LaCie Rugged (301924) and have had issues with the FW800 port not keeping a good connection. I'm curious to see how this one holds up and if it will have the same problem.,1,1
9SIA2W01BU0076,22-154-548,1/4/2013 12:02:52 PM,Kevin P.,Workhorse Drive,5," This drive is reliable, easy to use, large capacity, and comes with IEEE/Firewire 800 connection. Perfect for use with an older MacBook Pro, Mac Pro, or iMac. Ideal for video field video storage for these systems."," At only 5400 RPM, video editing files stored on the drive is not ideal."," I use two LaCie Rugged drives and have had no problems. If you still use Mac products with IEEE 800 ports, this is a great portable drive.I shoot HD video on SDHC cards and this drive with a MacBook Pro allows me to quickly and easily off load the contents of the card. The fast IEEE/Firewire 800 speed makes the process easy and quick, freeing up the SDHC card for reformatting and use. The 1TB size lets me store video from multiple shoots on one drive.At only 5400 RPM it isn't ideal for video editing, but will do in a pinch.I can then quickly off load the video files on my edit workstation at the office and get right to work.I have also shipped the drive several times to other videographers for sharing large video files and have had no problems after shipping.",2,2
9SIA2W01BU0076,22-154-548,6/27/2012 9:15:47 PM,James D.,Unreliable product with misleading name,1, New Egg is a great company!This particular product was purchased elsewhere. But the warning about the bad product is warranted.None," The alleged rugged drive failed upon taking it out of the box. On the first upload files of on it, it immediately failed.  LaCie would not do anything to replace it.  Horrible customer service. Please do not waste your time, files or money.",,3,8
9SIA22F56X2126,22-236-893,11/4/2016 4:27:59 PM,Craig L.,I NEVER have a problem with these drives.,5," I use these for my company as backups on a per job basis. I keep an archive drive for the client. I have about 15 of these that have never failed, and I don't expect them to anytime soon. Fast and easy. I always reformat them to HFS+ for Mac usage or NTFS for Hybrid. Every once in awhile I'll use ExFAT.", None for me,,None,None
9SIA22F56X2126,22-236-893,6/4/2016 9:18:43 PM,Anonymous,Always trusted WD Passport drives,5, Great storage for my daughter's laptop.  I got her a 2 and a 3tb for xmas., no cons,,None,None
9SIA22F56X2126,22-236-893,3/4/2016 6:57:12 AM,Samuel S.,Gotta love WD,5," Fast performance, USB powered, compact size", It doesn't have unlimited storage capability :P," This is the second of these that I've acquired.  First one I have plugged into a router and use as a network shared drive 24/7.  It's been active since January 2015 and has only gone inactive when the power goes out.  WD hard drives, both internal and external, have been the most reliable of all the drives I've ever owned.  Knock on wood, I've not had one fail before it became obsolete.",1,1
9SIA22F56X2126,22-236-893,12/7/2015 6:20:36 AM,CHARLENE E.,Warning to Mac users,4, Great hard drive.  Looks good too.  Works great on almost every system I connect it to.  Read on..., This drive WILL NOT work on a new iMac (bought Nov. 2015) running El Capitan.  I spent over an hour with Apple support and we were not able to get this drive to mount. It does not show up in Disk Utility or System Information. Apple's newest firmware simply does not support all USB3 devices., I also have an late-2013 iMac running El Capitan and the drive works fine on that platform.,2,3
9SIA22F56X2126,22-236-893,10/21/2015 11:12:56 AM,Brian S.,Good drive unless there's an accident,3," This is a 2.5"" external hard drive from Western Digital, arguably the best hard drive manufacturer there is. This drive supports a very high level of encryption so if you're storing sensitive data where security is a big concern this is what you want to look for. If security isn't a realistic concern for you, or you know you won't want to enter a password every time you want to access your device, then you can get similar drives without the encryption and save yourself some money. It's small, looks modern and is easy to use. WD includes free software and diagnostic tools for their drives which can be very helpful.3 year warranty, much longer than most external hard drives."," In order to make the enclosure as small as possible they remove the standard I/O board from the hard drive. What this means is, basically, that you can't take the hard drive out of it's case and put it in a computer. Now, it's an external drive so that's fine, right? Wrong. If anything happens to the drive, if it fails in any way you won't be able to recover the data off the drive. If the USB port gets damaged in any way, you won't be able to access the information on the drive. Could be from fallingor something as simple as accidentally leaning on the USB cable damaging the pins. When external hard drives fail what you do to recover the data is remove it from the case and connect it to a computer with a SATA to USB adapter and then run yourrecovery suite. This is also how you recover data from an external drive with broken USB port. This lack of ability to troubleshoot is a big problem and a deal breaker for me.It's an external hard drive, it's primary purpose is to BACKUP data. If the backup isn't reliable then it's useless. If it can't be recovered in a failure then it isn't reliable.In fairness, as long as the USB port is undamaged you can still attempt to recover data from a failed drive. However recovery of data from a crashed hard drive is an inconsistent procedure, it's less reliable over USB than it is over SATA. Those internal headers are really important!Let me be very clear, if anything happens to that USB port EVERYTHING on that drive is gone forever. That is an unacceptable risk."," Performance of this drive isn't spectacular but it isn't bad either, it's exactly average.My average read speeds were 78MB/s. Average write speeds were 62MB/s transferring 138GB consisting of every file type imaginable. There are faster drives out there.Seagate still makes external drives with the internal headers intact, so I strongly recommend looking at their product offerings. I want to give this drive 1 star because of the removal of internal headers, but the likelihood of one of these ""catastrophic failures"" is low enough that doesn't seem fair.I'm giving it 3 stars because this drive is incredibly average. The company, support and software is spectacular, which would make it 5 stars. But then the lack of internal headers brings us back down to 3 stars, wiping out the advantage WD brings just by being WD.",22,25
9SIA22F56X2126,22-236-893,10/15/2015 10:04:29 AM,Matthew H.,Excellent External Hard Drive,5," +Compact - This is barely larger than a 2.5"" laptop hard drive, which I suspect is what is housed within.+Extremely Easy to Use - Just plug it in and you're ready to go.  If you choose to install the associated software it is located on the drive itself and is easily installed from there, albeit entirely optional if you just want to store files on it.  The software is also very simple to setup and use.+Responsive USB 3.0 Interface - My PC's recognize this drive very quickly and file transfers initialize instantly.  Overall performance is still limited by the mechanical nature of the drive, but it is otherwise very responsive.+Storage Size - For the price and physical dimensions of the device it's amazing how much storage capacity it has.+Sleek, Simple Appearance - The top is gloss white with a matte white/gray placard.  The sides and bottom both have a light gray matte finish, the sides being slightly less matte than the bottom.  There is a tiny white LED that shares a side with the USB port and blinks to indicate drive activity.  Personally, I would prefer the LED to be on the opposite side, as the 'port' side naturally points away from me.+Vibration Reduction Feet - 4 rubber feat should keep vibration from transferring to/from the drive.  The feet also do a good job of keeping the drive from sliding around on slick surfaces.+Quiet - Only with my ear pressed up against it was I able to hear a slight hum as data was being transferred.+Western Digital - I have more experience with Western Digital than probably any other computer component manufacturer.  My first hard drive was a 3.5GB WD back in the mid 90's, and in total I have owned 19 WD drives over the years.  I have only experienced premature problems with 2 of them and WD's warranty process was one of the simplest and most painless I have experienced."," -Speed Bound by Mechanical Drive - In the first moments of a file transfer you will see the potential speed of the USB 3.0 interface.  I saw transfer rates over 300MB/s for the first second or so.  This, of course, is information being transferred over the USB 3.0 interface (fast) and between buffers (very fast, volatile type memory, like RAM).  As soon as the data reaches the mechanical drive mechanisms (slow) you will be bound by the mechanical drive performance.  Most of my file transfers averaged around 35MB/s, which is about what I would expect from an average 2.5"" mechanical laptop drive.  This is normal and should be expected from this type of drive, but it should be pointed out that the USB 3.0 branding is not an indication of overall performance, although it does help and successfully removes the bottleneck that would be USB 2.0.-Tiny USB cable - Measuring roughly 18 inches long, the cable is just long enough to plug the drive in under normal circumstances.  This might actually be preferable for use as a travel drive to not have a long tangled cable to fuss with on the road.  For my home use, however, it would be nice for it to be longer."," I transferred a variety of media files to and from the drive (about 100GB total) and experienced very consistent performance.  Transfers to and from the drive both averaged almost exactly 35MB/s.  Playback of HD Media content on the drive was responsive and I was able to scan, skip chapters, fast forward, etc.. without any noticeable delay.Between cloud storage, seemingly endless web-mail inbox capacity, USB 'thumb' drives, various NAS solutions, and massive internal PC hard drives, there is simply no shortage of modern data storage options these days.  Given all of those options, the role of the trusty external hard drive has not diminished.  If you require secure, portable, offline, massive storage, then this is precisely the type of product to fulfill those requirements.  Nothing else currently accomplishes those tasks as well as a drive like this one.I have experienced no issues with this model and would gladly recommend it to anyone who is in the market for an external drive.",3,3
9SIA22F56X2126,22-236-893,9/15/2015 3:50:15 PM,Eric S.,Great portable drive,5," The drive is very small - about the size of a laptop hard drive - which is probably the base component inside.No unusual heat was produced while copying 100 GB of data to it.  It was just slightly warm.  Also, it was very quiet.  Could not hear anything from it.The included cord is USB 3.0 compatible, with the micro USB connection that is the same as the Samsung S5 phone that I have.  That's a plus, for me."," Hard drive activity light is on the side with the plug.  Might be better if it was on the front.Nothing else to complain about, really.  It would be awesome if it was SSD-based, but certainly fine for a backup or transporting video, music or other large files"," Not sure how rugged it would be, but I'll definitely be careful with it, since it is a traditional spinning drive and not SSD.Here are the results from CrystalDiskMark:-----------------------------------------------------------------------CrystalDiskMark 5.0.2 x64 (C) 2007-2015 hiyohiyo                           Crystal Dew World : http://crystalmark.info/-----------------------------------------------------------------------* MB/s = 1,000,000 bytes/s [SATA/600 = 600,000,000 bytes/s]* KB = 1000 bytes, KiB = 1024 bytes   Sequential Read (Q= 32,T= 1) :   114.708 MB/s  Sequential Write (Q= 32,T= 1) :   113.365 MB/s  Random Read 4KiB (Q= 32,T= 1) :     0.579 MB/s [   141.4 IOPS] Random Write 4KiB (Q= 32,T= 1) :     1.400 MB/s [   341.8 IOPS]         Sequential Read (T= 1) :   113.887 MB/s        Sequential Write (T= 1) :   113.662 MB/s   Random Read 4KiB (Q= 1,T= 1) :     0.544 MB/s [   132.8 IOPS]  Random Write 4KiB (Q= 1,T= 1) :     1.390 MB/s [   339.4 IOPS]  Test : 1024 MiB [K: 0.0% (0.3/1863.0 GiB)] (x3)  [Interval=5 sec]  Date : 2015/09/15 10:39:00    OS : Windows 7 Professional SP1 [6.1 Build 7601] (x64)Real life data copy of over 100 GB of music averaged 30MB per second, reading from Samsung 840 Evo SSD.  Took around 70 minutes for ~108GB of songs.  So not incredibly fast, but still decent for an external drive.  Copied 20GB of HD home movies averaged about 58MB per second, which is what I expected for larger files.",6,6
N82E16822301018,22-301-018,12/14/2016 1:36:16 PM,John D.,Love It. Works Great,5, Fast and Efficient., none found so far.,,None,None
N82E16822301018,22-301-018,11/27/2016 6:48:38 PM,M R.,"Tough, Fast, and Nice!",5, Very fast for an external mechanical 5400 RPM HDD.2 cords and neat tuck in space for small cordGood price too - I paid $100 for the 2TB model in April of 2016Good warrantyGood brand - bought several SSD's and a flash drive from SP and I'm very happy with them, haven't bumped into any so far thank lord, highly recommended. peace of mind...,1,1
N82E16822301018,22-301-018,10/7/2015 12:15:10 PM,Matthew S.,Rugged/Portable 2TB External Harddrive,5," I have been using this drive to store backup images of my personal machines. Most of my usage has been writes only which has been getting about 140MB/s transfer rate (from internal SSD). The internal drive is 5400RPM and runs very cool at 22C. The case itself is very rugged, but I'm not inclined to be testing the waterproofing or shock features. However, I do occasionally take it with me in my soft laptop bag and I like the idea that it sustain a lot of force. I also like the built in USB 3.0 cord that tucks away so I don't have to always carry an additional cord or hunt for it.", A bit pricey overall - been using Silicon Power SSDs and have been very happy with the brand.,,None,None
N82E16822301018,22-301-018,9/18/2015 9:13:57 AM,Debashish S.,Rugged little portable HDD,5," This portable hard drive is quite a little package packed with tons of ruggedness keeping the hard drive safe from falls and water. For a portable hard drive I look for first and foremost portability, performance and how well it can sustain regular day-to-day handling/mishandling. This hard drive lives up to all of these three parameters described above. Silicon Power being a small company should not be taken lightly as they have been making hard-drives & memory components that are on par with other major brands.1. Portability: This 2TB HDD is well packaged in a shock-proof, dust & water-proof casing that is made to withstand up to 3m drops and 300kg stress tests. In order to achieve all that and remain portable is a challenge but has been accomplished very well by the outer casing design. A tine space on the side of the HDD is reserved for a 4” USB 3.0 cable, which means no lugging around extra bulk in the backpack or no forgetting the cable to connect the HDD.2. Performance: This HDD packaged inside is 5400 rpm spinning laptop 2.5” HDD with a SATA 600 transfer mode and USB 3.0 interface. Transfer rates measured by ATTO and CrystalDiskMark are ~140MB/sec for both read and write processes. Comparing this to other USB 3.0 interfaced spinning HDD that I own this controller has over 40% performance boost. For a layman who performs regular backups, this should be a plenty sufficient. For gamers and SSD owners this is not that great performance for comparison, but it would be unfair comparison as this is meant to be a huge walking library of personal files and not the primary HDD for OS and gaming.3. Ruggedness: I have dropped it unintentionally three time from ~ 1m/3ft, where this has survived blunt falls with no effect in its performance. The outer casing looks like it is made up of aluminum alloy with shock proofing between it and the HDD. There are no openings for ventilation except for the USB interface to be consistent with the waterproof claims. A small rubber like material covers this USB interface for water proofing that port which needs to be opened for inserting the included cables.4. Space/Price: The current pricing of ~$0.0525/GB is very reasonable cost for a portable HDD with tons of extras as mentioned above. Comparing to other major portable HDD manufacturers this is a steal for your money. Don’t be put off by Silicon Power as having smaller market space in the computer memory sector as they are the next disrupter for cheap memory for great performance.5. Warranty: 3 years warranty on a portable hard drive exceeds similar offerings from major manufacturers on desktop HDDs.", Size: The size is slightly larger than other portables HDD by 10mm in terms of width and length and by 5mm in terms of thickness. Again this extra space is smartly taken up by the excellent padding to the HDD giving it its ruggedness. I think I will be easily able to compromise this small size differential to its survival for many years of ownership. One must also note that this has a compartment for a USB 3.0 cable that tucks conveniently on one side.,,2,2
N82E16822301018,22-301-018,9/17/2015 7:48:43 AM,Marcel D.,Useful Backup External Drive,5," Silicon Power's Armor A80 USB 3.0 is a military grade portable hard drive which is waterproof, dust-proof, and can withstand serious drops. It will keep your data safe and provide fast access with its USB 3.0 connection. The 2TB size of the A80 provides me with more than enough backup space. It will serve as a great Time Machine storage device, or even better as a CabonCopyCloner source that will exactly duplicate my computer’s drive. The connecting cable is securely stored, out of the way, in a recess. The Silicon Power Armor A80 portable hard drive offers very fast performance. The drive is compact and nice-looking. It makes an excellent portable drive for travellers and home offices alike.", None, With this drive and CarbonCopyCloner I was able to perfectly migrate all my files from my former internal drive into a brand new drive in under eight hours. Fantastic!!,None,None
