9SIA0ZX0XR3493,22-157-026,11/17/2014 3:06:36 AM,Anthony C.,Great Product,5, Shock Absorbers, None so far.," Great Product, I've had it for a while now and I am definitely glad I bought this item. I've no issues with it so far.",None,None
9SIA10V4CU2251,1E8-004Z-00023,1/20/2017 5:11:21 PM,Keith M.,Not durable,1, Large capacity," Does not last. Purchased a 3TB from another retailer(on sale plus coupon) , failed within warranty period, sent in and it was replaced with a refurb 4TB, did not last a year before failing and since it was a refurb I no longer have a warranty. I will never use Seagate again as I have also had 2 internal hard drives fail while my old IDE western digitals and my SATA drives keep right on chugging along with no bad sectors for over 5 years or longer.", I would not recommend any seagate drive.,None,None
9SIA70932M7486,2RC-00DX-00001,7/19/2015 9:32:47 AM,Ernest K.,Outstanding External Hard Drive!,5," The best external hard drive I've ever owned!  The 5TB hard drive installed in the aluminum case is a Toshiba MD04ACA500.  With eSATA and USB 3.0 ports, it is very fast, reliable, and quiet.  I especially like the ON/OFF switch which allows permanent connection to a PC without needing to be run whenever the PC is on.  I use it for backup of personal files and with Acronis B/U software to make image backups.  With the aluminum enclosure, it allows cool operation without a fan.", None.," My C-drive is an SSD, but my backup is this excellent external hard drive.  With one or two of these for backup, you will never need to worry about losing your system or data.",None,None
9SIA0AJ2K91520,22-510-005,6/19/2013 9:07:58 AM,Daniel D.,"Broke in 2 weeks, had to pay more to get it fixed",1," Nothing, p.o.c. broke within 1 week"," Spent the first week I got this loading music on to it, about 60 hours worth of fun.  Then it stopped working.  The manufacturer didn't care about my time and said the first thing I should do is format it.  After exhausting all other options, I tried that, it didn't work.  Then I had to send it back AND pay for shipping it.  The customer service was rude and also told me that I should expect for anything with moving parts to stop working someday as is I was inconveniencing them.  The equipment sucks, the people suck, the whole experience sucked.", It's despicable I'm paying more money to fix this thing after only one week of it working.,1,1
9SIA0AJ1GB5202,22-149-460,2/17/2014 5:07:59 PM,Ronald R.,Toshiba Canvio 500GB Usb,5," Easy to set up and use. Very compact. Sparse instructions...90% of the ""manual"" is in other languages.", None so far.,,0,1
N82E16822204124,22-204-124,8/18/2014 8:04:51 PM,Madeline L.,Fantom Drive G-Force Quad 3 TB,5, Bought it to add space to my DVR and so far it's working great., Easy to hook up,,None,None
9SIA0AJ1UJ8979,2S7-0002-00001,6/13/2014 10:35:52 PM,Linda L.,G-Technology G-DRIVE (Gen 6),5," Very fast downloading. Easy to use. Reliable. Worth every penny. Holds a  lot of data, nice design, color and stackable. Matches nicely with my all in one computer.", Loud start up and downloading but not annoying just like a fan although I am not sure how the sound is compared to others. Much quieter when idling. My two different types of non-professional hard drives don't make any noise so I guess it comes with the territory., This is my first professional hard drive and I absolutely love it. The seller was very helpful when I called to set it up. I even learned that you have to use the safely remove icon & eject the media it before you disconnect the usb or power it off or else you have to shut your computer down. I am lucky I haven't ruined my other two standard ones. Seller shipped super fast A+,None,None
9SIA4P01ZR9794,22-154-648,7/3/2013 8:46:18 AM,Anonymous,great drive,5," Quiet, top quality, fast, reliable", No complaints so far," I bought this drive to work with video, as it can be connected directly to my camcorder. I copy everything from the camera, process it directly from the drive and store it there as a processed copy in a backup partition. It's very convenient, as I don't have to shift large volumes of data back and forth from my computer. The speeds are excellent with USB 3. This drive is amazing. I highly recommend it.",1,1
9SIA5AD2ER5632,1E8-004A-00002,2/11/2016 7:34:15 AM,Anonymous,"the hard drives restart all the time, making impossible to work with them",1, Non so far, it gets restart many  times during the day killing any process that you are doing. I have lost a lot of time and data using this product.,,None,None
1E8-0006-000G9,1E8-0006-000G9,2/24/2017 2:50:32 PM,gene r.,Very Nice,5, Easy Setup, None," Used this to expand the storage on an Xbox One, and it did the trick. Really easy to hook up and install.",None,None
N82E16822215100,22-215-100,7/6/2014 7:21:15 AM,Adolfo H.,"Great working, but some false advertising",4," Compact enough to be portable, has on/off switch which is a very nice feature that most do not have. Compatible with any OS."," It's not really 3TB, it's actually 2.72 TB total.  Compatibility with any OS comes at an inconvenience for some. In order to make it compatible with older OSs that cannot handle more than 2TB, the drive is partitioned (it also uses a file system that all will recognize). One partition size is of 2 TB and another with the rest which includes some bundled software."," If you have an issue with it being partitioned (as I did), this can be solved easily. Verbatim in fact has a utility that is called ""Verbatim Mode Change Tool"". Just do a search and get this utility which will change the drive into any amount of partitions and/or file system you wish to change to.",None,None
9SIA29P1S54739,0BD-009Y-00011,3/25/2016 5:09:55 PM,Ian L.,"great service, recieved all 3 drives the next day",5, well packed and fast delivery, Noen, yes,None,None
1UW-000E-00014,1UW-000E-00014,8/7/2016 7:34:26 AM,Anonymous,Great but expensive,5," Super Quiet, Good capacity, easy to install. option of using thunderbolt or USB3.0."," Heavy, Expensive for it's capacity.",,None,None
N82E16822236701,22-236-701,7/24/2016 11:02:50 PM,R H.,Nice product,5," - Heavy duty cable, looks very durable- Small profile and footprint", None that I've found, I'd recommend,2,2
N82E16822235168,22-235-168,2/24/2017 9:39:58 AM,Anonymous,Great Product as usual,4, - Work as expected- Silent enough- stand and nice to look at, - A cable missing," Already had 2 of those. Wanted to create a win10 storage spaces. My only problem is that I bought a refurbished one and they didn't pack the USB cable. Since it's a ""special one"" I'll have to go and buy it... I really think newegg should at least check for the cables...",None,None
N82E16822154665,22-154-665,6/26/2013 2:08:27 PM,Erick J.,Good drive,5," Bought this Porsche Design model to store my photos and music on. It's been stunning from the get go. It was easy to install, quiet, and the USB 3.0 has been fantastic. Fast, reliable and good looking on my desktop.  The solid aluminium casing makes the heat from the drive dissipate nicely, and it never seems to get too hot no matter how much I use it. Good solid drive.", All good for the moment.,,4,4
N82E16822154750,22-154-750,11/13/2016 10:06:50 AM,Corry P.,So Far So Good,5, - USB 3.0 standard adapter with Type-C cable- Software not too intrusive and can be disabled through the Included Desktop Manager Software- Effective Drive setup software if you don't want to deal with partitioning manually- Auto-Standby when not in use but plugged in," - None so Far [I will update this if something happens]- It does take a good 10-12 seconds to wake up from ""standby"" which is understandable considering it's 8TB."," LaCie Porsche Design 8TB USB 3.1 External Desktop Drive STFE8000100:- I made this purchase to serve as a master backup of my cumulative data from the last 12-16 years. As you might imagine, my data is more valuable than my computer at this point. It seems like this drive is pretty solid so I'm giving it a chance. Seeing as I've owned it for only a month, I will update this review if anything happens, as we all know that drives can have a faulty percentage coming out of the lot.- I haven't taken the time to run benchmarks on the transfer speed for three reasons:1. It's a long term backup, transfer speed in the short term wasn't a priority. (I'm Lazy)2. I'm using the USB 3.0 standard adapter so I'm not experiencing the capabilities of a Type-C transfer (If they're any)3. I would have noted painfully  slow speeds if I had noticed it as of now. (Transferred 3TB so far)- Besides the above mentioned I'm overall satisfied with this purchase ($300 at this time).- Keep in mind that this is a high capacity drive so DO NOT UNPLUG IT like you would a flash drive, you will likely lose/corrupt data.",None,None
1E8-001A-00013,1E8-001A-00013,7/18/2016 9:48:00 AM,Robert k.,so far so good,5, perfect for what i need," none, so far"," This is my 3rd G-drive, and so far, everything is lovely.  But so are most other drives, until they aren't.  No crashes, no errors.  So far.",None,None
9SIA1T54M52229,1E8-001A-00015,12/23/2016 12:21:55 PM,Christopher K.,Died within one hour of use ............................,1, Nice enclosure, Was going to use this to backup all of my movies so I could reconfigure my Unraid server.  Copied about 20 movies then the drive hung looked in event viewer under system log and long and behold tons of disk errors as well as the drive making clicking noises.  Not sure at this point that I will replace this drive with another or a refund thank the lord for not having it failed after my backup then would have lost all of my movies!,,None,None
N82E16822165606,22-165-606,8/9/2015 6:44:36 AM,Anonymous,"Poor Product, Worse Company",1, Small footprint," I purchased a 12 TB Quad Drive 2 years ago. 1 drive failed last year; I bought a replacement and it worked fine. Then another drive failed this year. I bought another replacement, but after installing it I got an odd combination of blinking lights, not referenced in the manual. So I asked Buffalo to tell me what the lights meant, and they refused because the warranty had expired. No question of asking them to fix it--just to tell me what the combination of lights meant.", I would not recommend the product since it failed to quickly (and repeatedly). And I certainly wouldn't recommend Buffalo since it offered no customer support whatever.,1,3
1Z4-0051-00010,1Z4-0051-00010,4/11/2016 11:03:17 AM,Mark W.,DOA.,1, None., DOA.,,0,2
0VN-005A-00001,0VN-005A-00001,1/30/2017 11:39:22 AM,Charles V.,Thunderbolt Connectivity Flawed,2, Sleek packagingAttractive appearance, Drive(s) periodically unmounts and requires power cycle to become available again when connected to MacBook Pro via Thunderbolt.  This is not an issue when connected via USB3.,,None,None
9SIA1N83WZ1477,22-204-104,8/2/2012 9:05:24 AM,Anonymous,It's a 'Green' Drive-Don't get tricked,2," Working 5 months later. Their site says, “newest and fastest external disk drives available “. The standard knowledge of a 'Green' drive is that it's a little slower for the power savings trade off.I assumed this drive would run as fast as possible as opposed to their Green drives.The drive inside is a Seagate ST2000DL003 5900 rpm Green drive!!!If I wanted a Green drive, I would have purchased one that was advertised as Green!I wanted performance, but they hide the fact that it's a fast interface, constrained by a slow drive.Only 2 eggs because I feel like I was deceived Fantom!", 3' USB 3.0 cable is a little short to put the drive on the desktop unless the cpu is directly under it. Would 1 or 2' of wire really break them?Transfer would be higher if they put a decent 7200 rpm drive in. Had to get the drive elsewhere because of availablility-sorry Newegg.," I agree with the previous poster about rebate. Not on this unit, but another Fantom I had to get Fantom's help in getting the rebate. Eventually got it, but why does Fantom hire a 3rd party to deal with their customers who's only claim to fame is that they tick off their customers?",0,2
9SIA1N83WZ1477,22-204-104,10/13/2011 2:17:33 PM,ZhaoHui H.,Dont count on the rebate,3, quiet," they will try to trap you and reject your rebate submission. the website where I bought from does not show my comments, so I posted here and let people know what will happen."," I bought one in July since there is a $25 rebate. It is very quiet when it is running, and the speed, if it works as USB3.0, can reach 70MB/s transfer rate, but in most cases it cannot quit normally from my Ubuntu Linux desktop. this is very annoying. whoever sponsors the rebate really doesn't want to give you the rebate. They set up a strange address rule so that they can reject the submission. This is the only rebate I don't get back in the past ten years. Too shrewd to deal with",1,6
N82E16822204130,22-204-130,10/25/2015 3:37:51 AM,Gregory C.,The Phantom rolls...,4," A great, quiet backup which works well with Windows 10.", You must plug into a hot USB for it to work right.," Overall, It's a good change from my other computer's backup drive.Fortunately my Dell desktop XPS is equipped with a hot USB. That is a problem with older equipment.",None,None
N82E16822204130,22-204-130,9/1/2014 12:22:30 PM,Gerhard F.,Works - mostly,4," So far I have no reason to doubt that this disk works normally, just as any other external disk."," I'm using it as external disk on a TWC DVR (Explorer 8240HDC), and the DVR is flaky since I connected the disk. Twice in less than two months it needed a full reset, each time with also resetting (and reformatting) the external disk. Besides this being a general pain to do (the boot on this thing takes forever... ok, at least some 15 min), the recordings since adding the disk are always lost. However, I'm not sure whether this is a problem with the disk, the DVR, or the compatibility between the two.",,None,None
9SIA8HW47R6155,22-510-052,8/13/2015 6:30:55 PM,craig t.,Fail Bad Blocks and Blue screen,1, none, quality control," I had too post a second review on this item as I have since had too RMA it.  Within a week of having the drive hooked up it started too give error codes for bad blocks, and even made my machine blue screen and fail too boot with this drive connected with E-sata.",None,None
9SIA8HW47R6155,22-510-052,8/4/2015 6:24:11 PM,craig t.,,5, I bought this device to store games and it does this and play's them flawlessly using the E-SATA cable.  All other external drives have issues when using USB even 3.0 (due to the language transfer from USB to SATA), No con's YET!," If you are like me and have a rather small Main drive (SSD) and are looking too expand room for games without adding a internal drive, these E-Sata drives fit the bill.",1,1
9SIA1UH3YS9766,22-204-132,1/27/2016 11:57:00 AM,Edward B.,Nice product.  Good looking metal case.,5," Worked straight out of the box, after I discovered the On/Off switch on the back!", None, I'll be buying more of these in the future.,None,None
9SIA1UH3YS9766,22-204-132,9/20/2015 5:06:24 AM,Calin T.,4TB Fantom Drive eSata/USB3,5," Very nice looking kit. The hard drive itself is a Toshiba MD04ACA400. It supports SMART and APM. I use it as an external eSATA expansion drive on Linux (Fedora 21). It also supports secure erase, should you need it. I formatted it as a giant ext4 partition.It's very quiet, and you can control its APM with hdparm (on Linux).", None thus far., I find it to be a very good device for storage expansion and backups. Price is very reasonable.,None,None
9SIA2W050U1661,22-154-688,6/26/2016 4:55:09 PM,Kimberly W.,Great products,5, I have used this brand of backup drive now for over 8 years. I have two other drives which I have managed to fill up. They are not on constantly and have been good so far. There is a fan that is run to keep the drive cool. Easy to use. Drag and drop or hook up for automatic back up from your laptop. I use a Macintosh and Time Machine to back up my drive. I highly recommend., None,,None,None
9SIA2W050U1661,22-154-688,3/27/2015 3:35:29 PM,Christopher W.,don't waste your money,1, none," loaded with bloatware. Is not plug in play, you have to install software to use it. Owned for 3 weeks before it completely died, would not power on any more.",,0,1
N82E16822161138,22-161-138,1/20/2015 3:46:49 AM,Shane K.,Great little product,5," Great self encrypted device. We require encryption on our backup devices. Windows bit locker works…mostly, for this but these drives take the complexity out of it. When recovering anything, the last thing you need is a harder process to go through. These are well built and instructions very easy to understand. We are not backing up VM’s to these drives, only hyper V hosts. So far they have proven reliable and very sturdy.", None that I can think of,,None,None
N82E16822161138,22-161-138,10/6/2012 8:16:33 AM,Gene L.,Not Too Sure,2, Found it easier to use than the reviewer for Wired.com. Had no problem understanding the icons above the keypad.," Has problems connecting to VMWare virtual machines - in order to connect it you need to key in the password, this makes the device visible to the OS but as soon as you issue the connect command in VMWare the drive goes back into locked mode. Support has no answer for this. Support is an answering machine that claims to return your call in 24 hours. Had to leave two messages and wait two days. They do not have any custom diagnostic utlities. They suggest you download freeware to check the drive but do not give you any way to self-test the electronics that handle encryption.", The product promises military grade encryption of your data. The company company seems to be small and reletively unkown. Has a third party tested this product to confirm that they've properly designed encryption or are really encrypting in the first place! For all I know the keypad could be a simple on off device that turns on the drive when you enter the right code but does nothing more.The fact that there is no third party review/certification doesn't inspire confidence.,1,1
N82E16822501073,22-501-073,11/8/2015 2:24:06 AM,F N.,excellent,5, have quite a few of these running backups for hyper-v and the product is excellent; so far fast and reliable, none for me - could be a bit cheaper,,None,None
N82E16822501073,22-501-073,1/27/2015 11:23:07 AM,Jeremiah F.,"Incredible product, incredible company",5," Easy setup, quiet, fast, PC/Mac, comes with proper length cables, great company behind it."," Only a single mounting hole to bolt it down.  If they offered an additional ~$25 mounting kit that came with 2 security bolts, I'd totally buy that."," This is made by one of those incredible small companies that are dead-focused on making a great product and providing incredible customer service.We had a 1TB drive from them for a number of years, and it was time to upgrade.  Didn't even bother looking at other manufacturers due to the experience with ioSafe.  Loved the pleasant little upgrades, the way the packaging, setup, and registration is just even better.  Makes me feel better knowing that our most important files are guarded by such a quality product and company.",None,None
N82E16822235157,22-235-157,2/22/2017 5:46:19 AM,Anonymous,Drive was in use in minutes!,5, This drive now contains about 2000 movies and about 9000 TV episodes that are available with just a few mouse clicks.  The total download for these items was less than five hours., Transfer rate could be faster., Very useful product for those wanting large amounts of storage.  I would buy again if I run out of space in the future.,None,None
N82E16822235157,22-235-157,2/9/2017 3:28:10 PM,Patricia A.,Great product-Very happy with my purchase!,5," It does have a small power brick, that does not block other outlets!  Smaller brick than what I had on my previous (smaller capacity)  Ext. hard drive!  Plug in and go!  I love my 6 TB My Book Ext. Hard Drive!"," Wish it had rubber feet on the wide side, to lay it down flat.  It has rubber feet so that it stand up tall.7"" tall, 5.5"" wide, 1.75"" thick.  I have it laying down on the 7"" X 5.5"" side, so that it's only 1.75"" tall."," I have had previous WD My Book external hard drives and had very good success with them lasting a long time.  When I upgraded my computer with TBs on the hard drive I needed to upgrade my external hard drive.  Gave my 3 TB ext. hard drive to my daughter to use, it was still working great!",None,None
9SIA4T01GT5610,22-236-574,10/18/2015 7:26:41 AM,Donald W.,The hard Drive,5," This lives up to Western Digital's high standards. I have what I call ""pocket drives"" for longer than their standard 3 year warranty. These drives rock!", Con??????? What cons????," If used as storage drives as they were intended, they'll last a long time. If you want a ""working drive"" I would suggest another avenue.",None,None
9SIA4T01GT5610,22-236-574,11/3/2014 12:44:56 AM,Douglas K.,Dead in six months,1, Wife liked red color," Not readable after lite use (only backups) for six months. Whether it's a connector or the drive itself (lots of speculation online), a great many Passports fail and WD is not responsive. Even if I get the purchase price back, the lost business data costs far more. Have bought WD for many years - no more.",,None,None
9SIA4T01GT5610,22-236-574,8/24/2014 6:03:24 AM,Tahl I.,Nice HD,5, Works great, Slippery to carry. Needs a cover or bag.,,None,None
9SIA1N849T3087,22-204-103,6/24/2014 3:26:34 PM,ADAM Q.,,4," works well, easy to set up"," gets hot, upon receipt the drive had come loose in the housing I had to reset it in the mount.",,None,None
9SIA1N849T3087,22-204-103,10/18/2011 4:55:35 PM,Peter S.,Great but finicky eSATA,4, Great drive for the price. No problems with USB. eSata a scream when it works.," eSata barely recognizes. Used to at first - No longer. I have to manually assign it a drive letter just to get it to mount from the Administrator panel but now when I do that, it hangs the system up.Perhaps there's a fix for this. USB 2.0 still works but is SLOW...",,1,2
9SIA1N849T3087,22-204-103,2/19/2011 10:33:55 AM,Robert B.,FAST!!!,5," This is one of the fastest external hard drives I've encountered, and I am using a USB 2.0 connection on my Windows 7 PC!  Nice, compact, attractive case but a bit heavy.", None,,2,2
9SIA6AH2SS7219,22-236-618,8/15/2016 11:12:36 AM,Mahmood R.,Horrible service,1," Have not find anything positive to speak about, very disappointed"," They shipped me a drive that does not work at all. Now its my problem, I had to get it shipped back, still waiting to hear back for the refund."," When we buy online, we are at the mercy of malicious shops like newegg, where they will ship you something that does not work at all and it becomes your problem, not their.",None,None
9SIA6AH2SS7219,22-236-618,12/8/2013 9:47:22 AM,Danny H.,,4, Bought for backup for 3 PC's..Does the job.," Software does not retrieve to same folder. Could be the operator,,maybe.",,None,None
9SIA6AH2SS7219,22-236-618,12/8/2013 8:15:05 AM,patrick m.,nice little drive,5, it is quick and the right size for portability, none,,None,None
9SIA0AJ1E79055,1Z4-0002-00020,1/9/2015 5:22:15 PM,Fred L.,Not Reliable,1, Fairly easy setup., Crashed and Burned my data. It was working fine one day and then the light went red and that was all there was to it.,,None,None
9SIA0AJ1E79055,1Z4-0002-00020,8/14/2014 2:17:18 PM,Anonymous,Western Digital 3 TB Livebook,5, pricespeed(0n gigaport LAN port)," Activity Light- again, see other thoughtsActivity Light burns out during warranty period",,None,None
9SIA0AJ1E79055,1Z4-0002-00020,1/21/2014 4:55:58 AM,Mark H.,Frustratingly slow speeds,2, Simple to set up and Time Machine compatible," While 3TB seems like a lot of storage (and it is), this drive is so slow it makes filling the drive with data painful.  I have this drive on a wired connection, CAT 5e cables, and a gigabit router and I cannot transfer 100GB of data in less than 24hrs.  I bought this without researching at my local BX and now I'm stuck with 3TB of storage and a painfully slow NAS.  I would not but this product again.", I gave this two eggs because its not completely worthless but I am actively in the market to replace this waste of space.,0,1
N82E16822215086,22-215-086,12/19/2012 5:43:13 AM,Timothy M.,,5," What a fantastic drive!  Quiet, speedy, and a seven year warranty.Seven years?  That's what hard drives -should- be.The perfect backup device."," It's a bite pricier than other external hard drives, but considering it's for a backup setup..I like quality and a manufacturer's useful warranty."," Seriously, seven years!  I absolutely refuse to buy Seagate after their debacle with the 1TB drives, and their slaughtering of warranties from five years to one year.",1,1
N82E16822215086,22-215-086,10/4/2012 5:56:01 AM,Thomas C.,"Works good, Clunky",4, Works solid like a regular harddrive.  USB 3 really speeds up transfer of data but I had to add a USB 3 card to my computer to access higher speeds.  Worth it if you wait a significant amount of time to backup data., Clunky - a little bigger than I expected but if size is not an issue this one works great., Solid backup drive with lots of storage,None,None
N82E16822215086,22-215-086,4/30/2012 11:40:40 PM,Rodney R.,Verbatim Store n Save 2TB USB 3.0,4," Large storage capacity. USB 3.0. Has a little style, I guess.", Short cables but its not a big deal to me., Picked this up at a discounted price on Newegg. Large capacity external. Verbatim is a reputable company. Gave her a try and am not dissappointed. I recommend this product.,1,1
9SIA5AD2T96628,1E8-004A-00007,6/13/2016 7:27:17 AM,Richard A.,Could not be happier !!!,5, Wicked fast access.... compared to other drives on my network.  I have 2 Apple Airport Extreme Base Station routers on my home network.  Each router has a USB port... and I have 1 of these drives connected.  When I open it up... it is up to 4 times as fast for my Macs to recognize this drive and to open the drive than for any other drive I have used for this purpose.  It has a fast sustained network save / load actions... and I have never had a problem with it.  In fact..I am going  to buy another one!, I really don't see any... unless I can knock it for not having 8 TB of storage !!! Ha ha, I recommend this product.  The 64 MB cache makes dragging between attached computers or network drive to network drive a breeze.  Just wish I had another...so I can get the speed when reorganizing info from one network drive to another.  You won't be disappointed.,None,None
9SIA5AD2T96628,1E8-004A-00007,4/3/2016 8:41:35 PM,thomas n.,"Amazing capacity for the price, but know what you are buying!",4," + Great value for the size+ 5TB USB 2/USB 3 hard drive+ Nice case, quiet + Seems quick+ Works immediately upon powering up; has indicator lights and off/on slide switch"," - USB cord is pretty short- No software installed for transfer or backup- Employee said  (by email) it was a ""white label Western Digital drive"" I opened it to check and it is not new but a remanufactured drive, doesn't say it is WD either. Maybe from the same factory..."," - I would buy it again as a backup drive - it doesn't run 100% of the time and is not critical. - I would have liked it to say it was a reman drive, but I may not have considered it if I had known. - Biggest question: will it last?",1,1
9SIA5AD2T96628,1E8-004A-00007,4/2/2016 2:45:17 PM,Steven C.,SCAM,1, None, The hard drive inside is a refurbished one.It's not 7200 rpm like its advertised.It's lose inside it's enclosure., Stay far away from this.,1,1
9SIA29P3MD2728,1E8-000H-00043,9/11/2016 3:28:01 PM,william a.,It works,4," I like Lacie drives.  I have two of them at all times, each with a copy of my files.  Why two?", Because they only last two years,,None,None
9SIA29P3MD2728,1E8-000H-00043,2/19/2016 7:39:01 AM,Anonymous,No Luck with LaCie,1, I have no pro's.  Neither drive worked.," Ordered one drive, it was DOA, returned it, the replacement was also DOA.  Very disappointed, LaCie has always been my favorite brand for external hard drives.", Would not recommend.  Reliability has apparently gone down the drain since being bought by Seagate.,None,None
9SIA29P3MD2728,1E8-000H-00043,7/8/2015 1:46:06 AM,Anonymous,Xbox One,5, Works Great for my Xbox One.  Very Quiet., None.,,None,None
N82E16822510050,22-510-050,3/29/2015 1:22:34 AM,Robert L.,Overheating and thrashing,1, No fuss set up., DVR is constantly writing to drive and its overheating.  I can hear the heads thrashing on one second cycle and the case is vibrating., 58 days of service is all for this drive.  I do not recommend it.,None,None
N82E16822510050,22-510-050,1/3/2015 8:56:27 PM,Anonymous,Great drive,4, I bought this drive for my Xbox One for more storage. The drive works flawlessly. Formatted with a flew buttons pressed. And within minutes I was downloading games to it. Shows as 1.8Tb witch is to be expected. I store my games on it therefore its my loading drive. No Issues., None,,None,None
N82E16822510050,22-510-050,11/2/2014 8:15:02 AM,Laura T.,Works well,5," I bought this eSata hard drive to use as additional storage with my Shaw Gateway PVR system. The Shaw tech support person told me how to set it up and format it, so it was very easy to format for this use. So far it is working very well, seamlessly coordinating with the Gateway system.", None so far.,,None,None
9SIA1UH4S00755,22-204-133,11/8/2015 5:18:32 AM,William G.,Fantom GForce 5tb Drives,5, Great PriceDependableFast USB 3, Have not found any yet," I have been using Fantom drives for many years, starting with 1 TB units and they are still working well, This dependability is what has kept me buying the newer higher TB units. I have been very pleased and recommend them highly.",None,None
