9SIA1K643P1589,23H-000F-00007,2/28/2017 1:13:15 PM,Patrick M.,Doesn't Work in Linux,1, None, Not supported,,None,None
N82E16829128012,29-128-012,11/25/2014 7:08:55 PM,HUGH B.,Could have been amazing!,4," * Supports high resolution audio* In-line buttons: volume, mute, silence* Small* Easy to install and have working*  SPDIF* Lights!The small size is really nice.  It fits nicely on my desk (connected to my monitor's USB), and easy to carry in my laptop bag.  It works well enough with meeting software (Skype, GotoMeeting,...).The high resolution audio is nice as I do have several high definition audio files.  It plays them just fine.  Still, there is a small amount of hum that this ""sound card"" generates that degrades that particular feature.It is easy to use -- just plug it in, let the drivers sync, and away you go (Windows 8.1).I didn't play with the SPDIF much, but it did appear to at least work.I do have to say that I really appreciate the little LED indicators.  They are very visible, and it's very cool that the output LED will flash red for the right channel and blue for the left.  This leads to a rather nice varying purple for most sources.  Still, it is pretty cool."," * Some background noise* Microphone support and Mute is inconsistent* Placement of microphone jackThe background noise is a slight ding.  That said, I have found it depends on the device it is plugged into as it can vary.  It may be more a matter of the USB power source noise.  If that's the case, this could benefit from some power regulation and cleanup.My biggest complaint, though, is in regards to the microphone support.  I have an analog headset with microphone, and I have often had the microphone just start to fade out until nobody can hear me on the other end.  It's not the headset, as it works fine with everything else.  Quickly unplugging and plugging it back into the USB port fixes this.  It is annoying, though, as there is no way to know if folks can really hear you or not on the other end.A minor issue I also have is the placement of the microphone jack on the bottom rather than with the output jack."," I really like this little unit.  It just could be so much more if the cons can be resolved.If you can manage the annoyance about the microphone fading out, I do recommend this little unit.",None,None
N82E16829132020R,N82E16829132020R,11/15/2015 8:17:59 PM,Anonymous,channels overlap,1, none, sound channels overlap.  static on the rear speakers.," I owned this for a few months.  Then the speaker channels started overlapping.  It would randomly play the rear speaker signal on the front speakers, and other way around.  Also static randomly starts and stops on random speaker channels.",None,None
9SIA76H3724188,23H-0003-00017,5/11/2016 6:56:56 AM,Seth R.,Not sure..,1," Small, fits very well minus the plate being a bit longer than most towers provide.","  I can't get it to work right. My speaker is set up rather strait forward. Left, center, right, sub, rear left, rear right. But they are all mixed up. Installed the drivers on Windows 7 and (although unlisted) Windows 10. Left and right are mixed, and on a surround sound set up, everything still plays through the center with no real sound from any other speaker."," Would not buy this, if you need a sound card.",1,1
9SIA85V3TA5065,23H-001X-00004,3/25/2016 7:10:36 PM,Anonymous,Excellent sound for Windows 10 Compatibility,5," Very easy to install.  Sounds GREAT, uses 5.1 and ALL of my speakers work now"," Software a bit tricky to get going, but it is not super difficult.  Once I went to the website and UPDATED the included software for Windows 10 everything WORKES GREAT"," The sound is very clear and crisp.   I have a new ASUS MB with the Realtech audio chip, it worked great under Windows 7.  However, it is incompatible with WIndows 10.  Instead of screwing around with drivers that did not work I got this.  Ten minutes after I opened the box I've got Surround Sound again.  I would buy this for my Mom if she needed a sound card, it is THAT GOOD.",None,None
N82E16829271009,29-271-009,2/13/2017 9:42:33 AM,Troy E.,Great Sound!,5," DSD, Optical and 3.5 adapter, simple to install audio driver, works seamlessly with windows sound panel. excellent base and treble, 192 sample rate", no mic input," easy driver install. Honestly, for mobile solution or to keep outside of desktop, you can't go wrong. I also used the EClaro and before that, Striker 7.1. HT is an awesome company, every sound card that I have used from them was a favorite. I wouldn't use another brand. The sound board brand that starts with a 'C' is np-good compared to HT brand. You get what you pay for..",None,None
9SIA25V3TT8739,29-132-105,6/11/2016 5:03:49 AM,christy m.,Great card,5," the card works wonderful in windows 10 64 bit, i downloaded the beta drivers from the asus web site and they installed perfectly i can now hear more sounds in battlefield and the division then i could on my creative zxr and my onboad sound which the soar replaced. this card makes your music sound better and your games also", none," i would recommend this card to anybody it works great just make sure you download the beta drivers from the asus web site and do not install the drivers from the disk and all will be good,",2,2
9SIA25V3TT8739,29-132-105,2/28/2016 4:41:04 AM,Michael W.,Maybe defective unit?,1, Utility software is nicely laid out in one all-functions page.I like how many things you can control and tweak.Looks sleek and feels high quality.," Sound leaves a LOT to be desired. From 500Hz down to 450Hz there is a quick drop -6dB in volume that persists all the way down to minimum audible frequencies. Same thing happens from 4000Hz to 4050Hz and stays -6dB going up from there. Tweaking the EQ can mitigate this but still leaves some annoying peaks and valleys around those frequencies. Since we're dealing with the same audio chipset for the entire STRIX line of audio cards; I have little doubt this is persistent across the entire series IF my unit isn't defective.Software installation is as much a hassle as always with ASUS. It's drivers are not signed for Win7/64-bit, have failed to install correctly ~33% of all attempts thus far, begin showing signs of deterioration and audio issues within a day, and many of the functions do not change anything at all. ASUS tend to make decent hardware with some design caveats and oversights on occasion. But their achilles heel is always in software development. Eventually after a few years it matures, but most get it done better in the outset and fix it far faster. Even now UNi Xonar custom drivers are still superior for their older Xonar line than their existing software. Making my Xonar DG superior to this. Yes, this is a direct metaphorical slap-in-the-face for ASUS.The inclusion of the 6-pin PCIe power input is actually a placebo. Don't get me wrong; it MUST be connected for the card to function. However I have tried the High Impedance modes for both this STRIX card and the Xonar DG. Since the DG is powered only off the legacy PCI (max 25 watts) you would think the 75 watts provided by the PCIe slot itself is enough; NOPE! Seriously?! Why? I suppose maybe it's not using the PCIe power, but that's counter-intuitive since it's easy and inexpensive to filter, and then it's fully dependent on the PSU's EMI noise and ripple if left unfiltered. What's worse is the high impedance mode of both cards are near identical in volume on my Sennheiser headphones. This had better be a defective unit; or ASUS needs to do a full recall and re-engineer the STRIX line. This is unacceptable for even on-board audio."," I'm honestly glad ASUS has shaken up and quickly dominated the PC monitor market. My ASUS 26"" 1920x1200 monitor from 2008 lasted 18 months before display corruption, spent two weeks sitting at their repair center after repairs were complete, and lived another 3 years after until the same display corruption returned. While my current QNIX 27"" 1440p has had no such issues since replacing it. Spectacular. Well done ASUS, well done... Considering every single ASUS product I've ever owned with exception to the Xonar has been faulty or died outright on me, I really need to stop buying them. But as much disappointment as I have for ASUS, I am still willing and able to be fairly critical with segregated objectivity and subjectivity in the above review in spite of that negative bias. I recommend holding off buying the STRIX audio cards until more reviews come out. I may have a defective card.",3,7
9SIA4UB1UP5595,23H-000Y-00017,1/17/2016 4:32:13 PM,Anonymous,horrible,1, its 5 dollars," it has the single worst audio quality i have ever heard out of a device, spend the extra 8 dollars for a sound card.", never buy this thing ever.,None,None
9SIA4UB1UP5595,23H-000Y-00017,11/16/2015 5:55:50 AM,Zachary H.,Does what it says.,4, -Works. Not entirely sure if it's 7.1 but it's stereo.-Light lets me know it's plugged in.-Extremely cheap price for what it does., -Feels cheap. Made of really cheap plastic and could break apart if it fell onto a hard floor. But the price says that.-Buttons are kinda useless since I just use my keyboard for volume control. But that's me., If your computer doesn't have a headphone jack (or a working one) then get it. It does what it needs to do.,None,None
9SIAASP40S1434,23H-0003-00002,11/13/2013 7:55:46 AM,Horace I.,Failed after 1 month,1, Purchased this product because it was exactly what I needed," Product failed after 30 days. Initially it functioned perfectly but after 30 days, is only recognized by the computer for 10 seconds and then LED turns off and the link is disconnected. Having tried the product on multiple computers, USB ports and OS's, I can say, with certainty, that this product has failed and while the price may be cheap, you clearly get what you pay for in this case.",,None,None
9SIAASP40S1434,23H-0003-00002,11/3/2013 9:29:26 AM,Andrew M.,,5, -Good sound quality-Cheap-USB," I only have 1 con, thats that the case came apart once but it went right back together other than that great buy!",,None,None
9SIA6UM2K62290,23H-0001-00019,6/15/2015 11:19:47 PM,Anonymous,needed solder reflow,4, none," after a week of no audio due to this coming DOA. As a last ditch effort I reflowed the PCB and got it working. sound is great for USB audio, bas is a bit lacking but overall nice. if your in a pinch I would not jump on this for the sale but if you just want a decent USB audio controller it will do. hopefully if anyone else orders this they will not have the issues I encountered.",,1,1
9SIA6UM2K62290,23H-0001-00019,6/5/2015 1:15:08 PM,Anonymous,doa,1, none, did not get the correct USB cable and product was DOA after using 5 other known working cables and still nothing.,,1,1
9SIA4RE4VX5064,29-102-026,1/28/2009 2:45:58 AM,Travis K.,Great Card,5, This card is great. It gives beautiful playback quality and with the handy pci-e interface it makes it a nice fit into the system.  I have owned this card since around the time it came out and it hasn't failed me.," Many Motherboards like to place the 4 pin pci-e slot next to the 16x so if you are running a hefty graphics card it then it may get pretty close to it. It didn't change the temperature on my card at all, but who knows I wouldn't have noticed a +/-  2C change on the card."," The software is fairly entertaining, I wouldn't say it adds to the sounds quality much, and the volume optimizer does a mediocre job of controlling the volume but it depends on what you are listening to the music on. This is a solid card and when it is on sale, a worthy purchase. The card is perfect for sound systems up to $800. After that I would start thinking about a more intricate design.",3,3
9SIA4RE4VX5064,29-102-026,12/26/2008 6:55:23 PM,Larry H.,Problems With Correct Card Interface,1, I would like to give this card a set of high marks since I ordered it on 12/20/08 but  since Newegg saw fit to send me this card but with the standard PCI interface so I can't comment on how well this would have worked with my Vista Ultimate 64.  Be careful when ordering this card until Newegg and resolve why they sent out the wrong card.  May have been a sku no. mix up at the warehouse according to the customer service rep. but at this point in time he didn't know., Received wrong card interface when I placed the order for this card and them was told by Newegg customer service rep that the replacement would take one to two weeks based on when they received my RMA shipment.  I asked if I could place another order for a new one and then let them credit me once they received and confirmed the wrong card was sent but he said they may end up sending me another card just like this one.,,6,28
9SIA76H2GU0522,23H-0003-00001,9/9/2015 9:57:39 AM,Desmond B.,Cool Devie,5," Meets its purpose, saves the trouble of buying a new sound card.", None., N/A,None,None
9SIA76H2GU0522,23H-0003-00001,9/1/2013 12:49:21 PM,Rita B.,,5," Easy install, works great!", None,,None,None
N82E16829132102,29-132-102,1/30/2017 4:17:08 PM,Charity T.,ASUS RAID DLX/PRO/SOAR,2," Separate volume know, sounds decent when works"," OH where to start, first software , while the control panel looks decent the driver are anything but, while gaming audio will cut out randomly in exchange for noise. tried everything to resolve but nothing cures it. For a 200$$ card this is not to be expected. Especially from a top tier company, even on their own forum they have 15 +pages + additional pages of people asking for a solution with the only response from the company being ""well it doesn't happen on our test pc's"" Than their is the actual customer service who are totally incompetent, their suggestion? ""why don't you use the motherboards audio?"" seriously your going to ask that after I've bought your supposed top of the line audio card. SKIP THIS CARD DO NOT BUY IT NOTHING BUT HEADACHES . I will most likely be pulling this card and selling it on e--y for probably a 1/3 of the price, so not worth is", NO I WOULDN'T RECOMEND THIS TO ANYONENO I WOULDN'T BUY IT AGAIN,1,1
N82E16829132102,29-132-102,11/20/2016 9:36:56 AM,Danny L.,Awesome Gaming Sound Card!,5," -SNR (Signal to Noise Ratio) was 124db which results cleaner audio experience to prevent unwanted background such as static noise, crackling etc.-Reduces CPU usage-Easy to switch between headphone and speaker interchangeably-Lots of great option to adjust lows, mids, and highs frequency via Sonic Studio Pro software-I like orange and black scheme on control box and I also like white color led that indicate whether it's in speaker or headphone-You can adjust Headphone Impedance in either Low, Medium, or High. -Excellent for PC gamers who wants best audio quality experience for PC gaming!", -It's quite pricey and it's important to get decent speaker and headphone to take advantage of high quality sound card-Some sound driver is not coded properly and may result unwanted crackling/audio distortion in some games. ," -It takes quite some time to make some audio enhancement adjustment to get the right frequency response for things like bass, instruments, action movies, games, etc. -I personally owned ASUS Xonar DX and it was a fantastic sound card for novice PC users, but since I bought Logitech Z333 to replace Z313, I now need to buy better sound card to get the best sound quality experience as possible, and I also bought Logitech G230 Headset which is still superb for stereo mode, even though stereo mode is always going to sound louder and better than multiple surround sound speakers which doesn't mean that more speakers is better. In fact, multiple surround speakers may reduce sample rate, THD (Total Harmonic Distortion), Stereo Crosstalk, SnR, etc., and therefore, surround sound system may reduce audio quality experience than stereo mode. -From my personal experience, I personally picked FPS profile to get louder bass, and better audio mix for guns, footsteps, character dialogue, music, etc. But nonetheless, there are lots of great profiles to choose to best soothe your human ears. For sound driver, I am currently using 1.1.12 and I believe ASUS software developer still needs a lot of work to get the driver working correctly and also needs to improve firmware update since sometimes control box wasn't detected with high-speed NVMe drive when booting to Windows. But other than that, I'm glad that I made the right investment to get best gaming sound card on the market and I know it's for everyone. Some people may not hear the quality difference between onboard audio and sound card. But good benefit is that it contains multiple ports to plug in such as front out, toslink, headphone, line-in, surround jack, etc. to support multiple platforms such as home theater system, receiver, speaker, surround system, consoles, PC, etc.",2,2
N82E16829950002,29-950-002,1/3/2017 9:22:34 AM,Andrew J.,"Build quality is great, however the 7.1 audio is not as immersing as you would hope.",3," -	Solid feel-	Setup was easy (in windows)-	Clean display, however you will first need to read the user manual to understand what the icons represent"," -	Directional audio is ok in BF1, maybe this can be improved over updates in BF1 or in firmware for the GSX"," I bought this for BF1, pairing it with my Sennheiser HD 598’s.  While you do get a better sense of directional audio, don’t expect it to be leaps and bounds better over the directional audio built into most, well optimized games.  Yes, I can tell there is gunfire coming from a distance, however the soundstage is not enough to tell precisely where it is coming from, you can just tell its not from your location.  I have messed around with the settings for the GSX1000 and within BF1, however I am still waiting to have this ‘oh my G**!’ moment.  At this point, I don’t think I could recommend the GSX1000 for directional audio, unless you have the cash to burn.",None,None
N82E16829950002,29-950-002,12/25/2016 10:18:38 PM,Abbey D.,Excellent,5, Bought right after I got the Seinheisser game zero headset and this is absolutely a must have. Been playing the division on pc and the 7.1 surround is excellent. I know exactly what direction my enemy is without looking at my map., None,,None,None
9SIA4V21HR8065,23H-000X-00001,3/7/2015 9:54:23 PM,Caresalot.com .,,1, None, Didn't work at all,,None,None
9SIA4V21HR8065,23H-000X-00001,2/4/2015 6:19:13 PM,David S.,"Good, Mild Aliasing",4, Cheap.  Works.  Even works out of the box on Ubuntu 14.04.," Mild high-frequency aliasing is audible when playing a sine sweep.  This is not noticeable when listening to real-world music and for less than $4, I don't expect top-of-the-line quality.  Nonetheless, I can't give this product 5 eggs.",,None,None
9SIA4V21HR8065,23H-000X-00001,10/1/2014 7:14:46 PM,Joshua B.,"Cheap, Works",4," Cheap, works, used as a temp fix for my wifes soundboard failure.", None.,,None,None
9SIA4RE3138435,29-114-001,4/25/2006 10:45:59 PM,Nicholas P.,Inexpensive Decent LAN Solution,4," Although it has some somewhat buggy driver issues, this soundcard provides decent quality for a very affordable price.  This is perfect for gamers who want to maintain consistant sound when playing on other machines.  It's also tiny.", Buggy drivers.,,None,None
9SIA4RE3138435,29-114-001,3/21/2006 5:33:30 AM,Anonymous,make up its mind,3, sounds good when working," buttons too stiff, light flashes way too much its distracting, sometimes doesnt work"," works good from windows for music, movies; works for in game sound in CS; doesnt work right in new games like FEAR...couldnt figure out why i kept getting a BSOD in the middle of playing FEAR.  there was a constant crackle/hissing sound and i thought it was part of the game to make it more intense...didnt make this sound when using onboard sound and no longer gives me the BSOD since i stopped using it in FEAR",None,None
9SIA4RE3138435,29-114-001,3/11/2006 10:29:16 AM,Roman A.,Icemat USB,5," Portable, sleek design, incredibly small. Makes even the worst speakers sound decent. Great buy for gamers that LAN around.", Maybe a little TOO small? I should've gotten the black since my entire setup consists of two tone black and silver colors..,,None,None
9SIA4RE3138434,29-114-002,5/12/2006 5:46:31 PM,Rob K.,Good once you get use to them,4, Pin Point accuracy on counterstrike source. Consistent sound moving from computer to computer. Nice and small for easy portability., Hard to get use to right away. Buggy drivers. Small enough to lose., These work great once you get use to them. I play counterstrike alot and seriously. I'm now able to pinpoint where the footsteps are coming from alot easier. I can also pinpoint gunshots across map now. I get accused of wallhacking all the time.,None,None
9SIA4RE3138434,29-114-002,4/14/2006 9:56:44 PM,Kris G.,ITs ok for the money,3," It's small, portable, HELPS delivery better quality sound than previous STANDARD headphones would"," no instructions on how to make sure its working properly, volume intervals are too high for me and probly other people too, makes onboard sound card useless"," I would have liked a manuel for this product. If you dont have $xxx to shell out for a pci sound card, get this or a pair of really good headphones, like medusa headsets. Other than that, if you can get a $xxx sound card, buy it instead of this, also buy actual 7.1 surround sound, you cant beat the real thing.",None,None
9SIA4RE3138434,29-114-002,3/29/2006 1:25:30 PM,nicholas u.,nice,4," Has better sound than my onboard sound card, allows me to keep the tie wraps around the cords so they are not as long and ran over by my chair wheels.", costs 40$ when it should come with it.30 seconds owning the product I already broke it..somewhat.  The light covers are easy to push in and thats the first mistake I made..I pushed the light cover instead of the whole button(had no result when I pushed the black button part so I pushed in on the light...)  so be warned..the light covers WILL get broken sooner or later.The green light(mute) keeps on blinking..wish it would just turn off..probably a real hassle when it gets dark(it sits on my lap)., I bought mine from a different company where it came free with the headset(bought two pairs from here..returned one and got one elsewhere for the USB soundcard and headset combo)..the usb soundcard goes to my gf who is having problems with her DELL xps system..something about the external mic is always muted and you can't unmute it so this is the solution to the problem :)..hopefullyDefinately worth the buy if you have an onboard soudncard or if you want a cheap soundcard thats convenient for on the go(ie: lans)..I'd recommend against installing the cd..that way it sounds the same at home and at lans.,None,None
9SIA6UM2GP9799,23H-000Y-00040,2/6/2016 6:23:11 AM,John C.,Never loud unless it's screaming static.,1, - Cheap- Can do what it's supposed to temporarily," - Seller does not include a third when two are ordered as advertised.- Works fine for a while, then decides it doesn't want to work anymore and starts screaming static at me until it's removed from the port or the audio is turned off."," As its main flaw defeats its main purpose, I cannot recommend this product.",None,None
9SIA6UM2GP9799,23H-000Y-00040,11/3/2015 7:31:12 PM,Corey S.,Didn't work,1, none," Didn't work on arrival.Audio out was very tinny and had a low level buzz to it.Mic in had a very loud buzz to it, no audio was being received from the mic at all."," Took 14 business days to get here from germany, which would have been fine if it had worked",None,None
9SIA6UM2GP9799,23H-000Y-00040,4/22/2015 1:12:05 PM,Carl S.,They Worked !,4," They worked, and I was pleased enough. Carl"," Not quite enough, but alright for what they are.",,0,2
9SIA1K64A32652,29-132-074,3/31/2016 11:48:38 AM,andrew g.,Excellent card + Lack of information = Don't buy before knowing all the details!!!,1," - Sound is absolutely amazing, great benefit if your into music or gaming.- Changes the game when it comes t anything audio.", - Number 1 CON - No information on the web that I could find involving the cards power usage. - After using this card for a week it blew my power supply and my asus rog mobo.- I budgeted 1050w I had a spare 200-300w available upon using this card. Some how it managed to kill my psu.- Having to buy new psu and mobo sucks...- Price is a bit high- Don't buy this unless you absolutel," Overall, Great card, Asus needs to make it mandatory for Newegg to sell their products to display everything that the card needs/requires prior to posting on the site for sale.I typically shy away from these things but this one instance I went against my better judgement and purchased this with lack of informaion.",0,8
9SIA1K64A32652,29-132-074,2/28/2016 3:47:45 PM,Kurt S.,Let your ears ascend!,4, Match with a nice set of headphones for a whole new gaming experience!Software mixing board is nice for tweaking the sound to taste. Also allows for easy switching of output on the card.," EXPENSIVE!- I cant figure out what is in this thing that could make it cost as much or more than a motherboard.Software has some effects that you can use, but most sound cheesy and just cause static and popping,.", I have to knock off an egg for the price. That being said..I paired this card with a set of Sennheiser HD 558s and couldn't be happier with my current sound experience.,1,2
9SIA1K64A32652,29-132-074,4/3/2015 2:44:56 PM,Rene B.,I love this thing!,5," I love, love, love this sound card! I once owned a Creative Titanium HD that I ""upgraded"" to the Creative ZxR because (at the time) I was disappointed with the lack of official Windows 8.1 support.After downgrading my mATX PC to an iTX one, I decided to go the route of Schiit DAC / AMP. I found this solution was simply not for me. I did not like how it sounded, did not like the lack of options and did not like how everything looked outside of my case.I was about to give up and start using on-board when discovered that the Europeans have been enjoying this little gem for months! Apparently ASUS fixed the issues with the previous STX and brought it inline with that of the ST (PCI version) while making a few more improvements."," This thing comes advertised with EAX (1,2 & 5). The EAX support is... emulated and by no means hardware accelerated. Furthermore ""GX"" mode (EAX) does not work - or at least I can not tell the difference. I have tried BIOSHOCK, Diablo 2 and Carmageddon. Nothing seems to work. This is not so much a con, but a con none the less if you were looking to play older titles with a full audio immersion.I should also point out that this version is for the sound card only. It does not come with the 7.1 add-on daughter card."," If you are in the market for a truly remarkable, consumer grade, sound card then look no further than the STX II. The sound quality is far better than Creative's ZxR and Titanium HD and even manages to edge out the older Essence ST.",6,7
9SIA24G5502800,29-102-073,11/30/2015 2:06:44 PM,Dale L.,SoundBlaster X7,5, Good LookingAWESOME SOUND OUTPUTVersatile...can be used w/ most any sound input\output equipmentExcellent AMP output for both speakers & headphones\headsetsTRULY AWESOME SOUND OUTPUT, NONE," MUST HAVE FOR GAMERS, PERIOD!Can reproduce clean studio-level audiophile quality music playback when put in Direct Mode & driving a quality set of speakers\headphones\headsets.Gotta be heard to really appreciate what I'm saying here & is a STEAL for the price! Newegg is the place to buy from!",6,8
9SIA24G5502800,29-102-073,9/20/2015 11:18:22 AM,Peter K.,Excellent DAC,5," The unit is exceptional, and as a headphone amp and DAC, the provided op-amps are musical and balanced. With decent headphones the X7 provides true stereo separation between channels, and is truly pleasurable for music playback. As a gaming interface, the audio enhancements work well, and the device can be toggled from direct to affected modes easily. Some games benefit from Creative's virtual surround mode more than others, but all in all the audio fidelity and channel separation are so good that, with headphones at least, the device-as-DAC is great."," As with most Creative products, the drivers tend to be somewhat sensitive to random cosmic events. Some days the X7 will operate flawlessly, while on others the device will refuse to switch between speaker and headphone mode because the X7 control panel will refuse to, for whatever reason."," I do not have the X7 hooked up to speakers, so I cannot comment on that aspect of the unit.",5,7
9SIA24G5502800,29-102-073,7/10/2015 10:04:21 AM,JAMES F.,Sound Blster X7,5," I have to write this review. I always have had top notch computer equipment. I have been using a Sound Blaster ZXR for over a year and was thinking of upgrading to an Asus Sonic card but I wanted to hold off for the X7 that was about to be released from Creative Labs. WOW I am so glad I did. This box rocks and puts my ZXR to shame. The sharpness from the high definition sound will blow you away. Super easy hook ups and the new control panel software has all the other things the ZXR sound panel was always missing. Looks super cool on my desk and freed up one of my PCI slots. The Bluetooth is amazing and sounds so good. Just like candy to the ear. Using AT M50 headset at the 600 ohms amp setting on the control panel and it possibly the best sound I have ever heard from a computer. You will think you are in a live concert. I have to give this box a 5 star plus. A huge pat on the back to Creative Labs and their tech's and the Sound Blaster group. You guy's and girl's have a huge winner in the sound card category. Nothing even compares to this box. I have tried them all A huge thank you to Newegg. I have always said they are the best in the business. Buy all my things through them. If you are on the edge this is a no brainer. Get it not before they are sold out. When the word gets out and all the reviews are read they will be hard to get. I compared it to my DENON AVR-X5200W that I paid about 2,000.00 with 5.1 M&K Speaker system and I swear I could not tell a difference. Now the X7 is hooked up to the X5200W and man what a sound. I am stoked to the max! JayeEverett, WA", Wish the volume knob was out a little more., A little pricey but I would have paid more.,10,11
9SIA24G36F9757,29-102-075,3/1/2017 3:51:05 AM,Jerzy L.,SB PLAY EASY,5, Simple and efficient!, None!,,None,None
9SIA24G36F9757,29-102-075,6/22/2016 7:49:13 AM,Anonymous,Great sound,5," The sound is excellent, deep and clear.", The case is quite warm even when not used," Can not listen the music through the MB audio anymore, which sounds dull and plain comparing to this little Sound Blaster.",None,None
9SIA24G36F9757,29-102-075,2/19/2016 4:50:18 PM,Curtis O.,Very nice,5," Easy install on Windows 7 64bit.Sound is at least twice as good as onboard audio, and better than my sound blaster audigy card.Low price, but not cheap quality.", What?  There isn't any cons," My onboard sound was dying, this was very cheap compared to an Audigy or other Sound Blaster card that is reasonably up to date, and the sound is better that I've gotten from any sound card in my 30 year computer history of building computers for myself and friends and family.  I had my wife listen to her music with this sound card and she immediately wanted me to get her this unit.",None,None
9SIA24G36F9757,29-102-075,11/22/2015 6:51:18 AM,Stephen S.,Fix your Sound,5," When my motherboard's on board sound died, the Sound Blaster Play was recommended by EVGA. Solved my problem. Windows 10 compatible.", NONE,,None,None
9SIA4UB1UP6006,23H-000Y-00024,1/10/2017 6:56:33 AM,Romel L.,Pretty Good After you Install the Proper Driver,5," • Sounds great on headphones when you install the driver• I didn't hear any faint buzzing sound when playing it with Skyrim, not even once.  Just my honest experience."," •  A little bulky, had to unplug the usb cable next to it and below it just to make it fit•  Unlike the packaging says, it's not just plug and play, you have to install the driver made by the manufacturer C-Media Electronics @ http://www.drivers-download.com/en/downloadlist.php?id=161•  Shipping was slow, I know this was shipped from China, but the estimated time Newegg quoted me for arrival was like 2 weeks, turned out to be closer to 4 weeks!•  Packaging said it comes with a CD installation disc, it didn't come with a CD installation disc (but not that big of a deal to me)"," This works pretty good.  I've only used them on headphones though, not on speakers.  But they're great as far as I've used them (on Skyrim Special Edition).  I'll compare it to the Turtle Beach Virtual Surround Sound External DSS2 Processor I use with my Playstation consoles.  It sounds just as good.  These things really make the game come to life.  I like to use a waterfall in a video game to test it out (standing next to it in the game, then slowly turning as I can hear the waterfall go around me, as I turn the camera); and yeah it works just as good as my Turtle Beach Virtual Surround Sound External DSS2 Processor.",None,None
