N82E16812189186,12-189-186,11/15/2011 9:15:09 AM,Norma A.,Ok Cord,4, Cheap cheap cheap. Works decently., The mini HDMI connector is loose which now causes problems when connecting to my computer.  Makes it kind of frustrating because the slightest tap and it disconnects.  Takes a little finagling to get it back in right., Still for 8 bucks what else can you ask for.  It does work most of the time.,None,None
N82E16886984125,86-984-125,4/27/2016 1:10:01 PM,DEAN T.,Cost effective,5, Great for use with Raspberry Pi., None.,,None,None
N82E16812400492,12-400-492,4/9/2015 1:14:24 PM,Anonymous,Good Product,5, It does what its supposed to do. I have had no problems with it. I would recommend this product to my friends., None,,None,None
N82E16812400492,12-400-492,12/7/2014 1:04:21 PM,Taihing T.,,5, Works great!, None,,None,None
N82E16882422128,82-422-128,4/6/2016 4:41:49 AM,Anonymous,blue,5, Thick n Pliable, none, Ferrite,None,None
N82E16882422128,82-422-128,3/23/2014 5:42:18 PM,Siarhei B.,good cables,5," thick cablecome with metal heat dissipation on both ends of the cablefast shipping, good price", none, got 2 of these for $5.05 each. was a good deal,None,None
N82E16882422011,82-422-011,9/6/2016 7:40:07 AM,Anonymous,cables,5, Great way to put a second screen onto a newer laptopSuper cheap with no lack of quality," No cons, at all. Cables transfer video from computer to monitor."," Note that it is video-only, no audio",None,None
N82E16882422011,82-422-011,3/10/2016 8:00:44 AM,Anonymous,Good quality for price,5, Felt solid and worked without issue., None, Why spend the money on expensive cables?,None,None
9SIA0AJ38J4262,82-607-028,8/4/2015 2:41:19 PM,justin o.,Great for the price (when on sale),5, Good quality cable, none, I bought a ton of these when on sale. They have good quality to them.,None,None
9SIA0AJ38J4262,82-607-028,8/2/2015 9:13:55 AM,Anonymous,B100C-003B-43,5, good very good, good a +,,None,None
9SIA0AJ38J4262,82-607-028,7/10/2015 5:39:50 PM,Weixiao Z.,Good quality,5, The quality is pretty good., None, The one I bought is only 3 feet but enough for me to connect the laptop and makes the table clean.,0,1
9SIA2F85B43038,12-191-074,7/18/2011 7:11:10 AM,Colby B.,Mostly works,3, -Seems well constructed, -Little bit of artifacting at 1080P," Cable works OK for the most part. I have ZERO problems at 720P and 1080i, but at 1080P, I get a little ""static"" on certain parts of the screen. Hopefully, a signal booster can take care of that, but it would have been nice if that wasn't necessary.BTW, I'm using this to go from an Nvidia GTX 560 Ti => 24"" Asus LCD monitor",None,None
9SIA2F85B43038,12-191-074,4/14/2010 5:54:28 PM,Justin M.,Great cable,5, Works great at 1080p, None so far," I'm using this cable to connect a computer in my bedroom to a 50"" plasma TV in my living room. It works great playing games and watching Blu-ray movies at 1080p. I've never had any picture issues, and I couldn't tell any difference in picture quality between this cable and a ~4ft HDMI cable that I already had. The cable is just over 1/4"" thick, and while it's a bit stiff, it has enough flexibility that you can run it along baseboards or through a ceiling.",None,None
9SIA2F85B43038,12-191-074,11/7/2008 9:15:20 AM,PREM S.,This length works at 1080p :),5," Long length 10M (32.8 ft) but still works at full 1080p.  Appears to be solid construction, thick but flexible."," none, unless you need to bend at really sharp right angles."," You'll need about 1.5 inches to make a right angle bend (not including connector).  But I'd be afraid of signal loss with thinner cables.  I bought two cables to connect two 46"" TV's to a computer in a conference room.  Each TV hookup included a DVI-HDMI adapter, this cable, an HDMI coupler, plus another 6 ft cable running in a wall to the TV.  I haven't seen ANY issues running 1920x1080 on both TV's...  I had my doubts that this length would work without a repeater/amplifier.  But it's working GREAT!",1,2
9SIA24G4YW9940,12-189-185,10/22/2009 6:56:42 PM,Dan A.,Best bang for the buck!,5," Low cost HDMI product performs just as well as my overly priced cables (not to mention the brand).  I use this cable to connect my LG 52"" LCD HDTV to my HDDVR.  The picture is phenomenal!  I also bought another set for my WDTV which provides an excellent picture as well.", Very stiff construction.  Makes it difficult to position my light weight electronics such as the WDTV., On the other hand the durable construction is attractive and has all the features of some high dollar cables.  The connectors are gold plated and have fit all my ports well.  I would recommend.,None,None
9SIA24G4YW9940,12-189-185,5/22/2009 8:14:57 PM,Matthew B.,,1, It was cheap.," I bought this cable for my wife's new flip UltraHD camcorder. The first time I plugged it in the connection flickered on and off. Eventually I laid it flat and was able to view the videos. Later that day I went to show my wife the videos and the connection started flickering again. Again, I was able to lay it flat and watch a few videos. After a few though, the screen froze and turned red, then green, then black. The camera was completely locked up and I had to remove the battery to turn it back on. After that when i tried viewing videos there was no sound coming from the tv. The cable not only didn't work but it proved harmful to my wife's brand new camera. Would not recommend purchasing this product.",,0,3
9SIA24G4YW9940,12-189-185,4/30/2009 11:40:46 AM,Anonymous,Works!,5, Nicely made., None., I use it to connect my new Vixia HF200 to the HDTV.  Short enough to carry around in the camera bag.  Cables that carry digital information (like HDMI) either work or they don't and this one does.,None,None
9SIA4R83VG4423,82-339-062,1/22/2008 8:55:41 PM,Michael G.,Great Economy Cable,5," Does exactly what it's suppose to, no issues.", No downers at all.," Forget about paying for those over priced cables, this one does what you want and saves you some cash. I would buy another tomorrow if I needed another.",None,None
9SIA4R83VG4423,82-339-062,1/21/2008 9:40:08 AM,Jeremy M.,Hdmi works well,5," Works well.  Hooked my upconvert Samsung DVD player to my TV, no problems.", none.,,None,None
9SIA4R83VG4423,82-339-062,1/15/2008 11:04:35 AM,Kelly M.,"Great cable, even better price..",5," great price, works great", none so far," great length if you have everything close together.  connected to my Xbox360 at 1080p, also used it to connect my motorola digital cable DVR box (1080i) and both worked flawlessly.  Noticed improvement in sound quality as well as picture quality.",None,None
N82E16886929046,86-929-046,3/8/2015 10:12:22 AM,Jeremiah S.,GearIT HDMI Cable,5, Awesome quality cable. Very well made. Its white. Is two way Data stream. if you use this on a Smart TV it can control your Receiver through the TV very nifty. Bought 2 of these as well as 2 mini-HDMI to HDMI for hooking up PC's to TV, None, none,None,None
N82E16886929046,86-929-046,10/30/2014 9:29:36 AM,C P.,poor warehouse,1, works well," Buy 2, get 1",,0,1
N82E16886929046,86-929-046,8/3/2014 8:59:28 AM,Timothy S.,,5, Performs great. Nothing more to say about it., There aren't any.,,None,None
9SIA2JX0YW4217,1DG-000F-00005,3/7/2014 12:45:29 PM,Keith T.,keithdiane2624,5, Performs as it should - well constructedGood delivery time, none,,None,None
9SIA2JX0YW4217,1DG-000F-00005,2/5/2014 10:54:53 AM,Warren C.,it works,5, It performs as advertised.  I use it to hook up my phone to my TV monitor," It took a while to get here.  They put it on a turtles back to swim it from China, but I was warned it would take a while.",,None,None
9SIA2JX0YW4217,1DG-000F-00005,12/14/2013 9:29:41 AM,G M.,"Good, but might need modifications",5, Good price (Cyber Monday)Does what it saysGold plated," Does not connect to a Microsoft Surface, without modification. Not the manufacturer's fault, really."," If purchasing for a Microsoft Surface, you will have to modify(shave down) the upper side of the connector to accommodate for the beveled edges. Or else, it will not stay connected.",None,None
N82E16882189033,82-189-033,3/14/2016 9:19:13 AM,Scott M.,Excellent product,5, I recently got a SJ4000 Action Sport Camera (like the Go Pro) and this works great for letting me sit on the couch while viewing the camera on the TV. Works well at a reasonable price. No adapter needed., none," A cable this long can be a challenge to carry or store, but it IS what I wanted and needed.",None,None
N82E16882189033,82-189-033,10/31/2014 8:51:05 AM,Peter G.,No problems,5, Well made Product, none,,None,None
N82E16882189033,82-189-033,11/15/2010 11:18:30 AM,Anthony E.,No issues,5," Sturdy-feeling cable does what it is supposed to do, connects Droid X to TV.", some might find the micro HDMI connector to have too much bulk but it was not an issue with Droid X in a case.,,1,1
N82E16882155473,82-155-473,1/22/2012 10:03:58 AM,Darien W.,Monster price tag,1," It's an HDMI cable, and all HDMI cables use a digital signal"," you can't have a high or a low quality digital signal. It's either there or it's not. This cable isn't going to make the slightest bit of difference compared to other hdmi cables of the same version (1.3a, 1.4 or whatever)save yourself 45$, search hdmi cables, and sort price lowest to highest, and buy the first one thats long enough. It will perform exactly the same.", Monster is famous for charging insane prices,0,1
N82E16882155473,82-155-473,1/4/2012 7:45:33 AM,Bryan P.,,1, None really., Price.," Monster cables charge an awful lot of overhead for marketing. Most of the cables they sell are essentially the same as the budget cables you can get for a few dollars. Had this cable for a while and decided to compare it to a budget cable of roughly the same length and there were no issues whatsoever with the budget cable. If you enjoy burning $100 bills for fun, Monster is the way to go. If not, save yourself some money and get the budget version.",1,2
N82E16882155473,82-155-473,9/7/2011 2:18:45 PM,Jasen S.,Exceptional Performance,5, FANTASTIC HDMI cable.  Just connected it to my receiver and cable box.  With the old HDMI cable there was always a delay when changing the channel.  The delay is gone., No cons to report.  I will be purchasing a second cable very shortly.,,None,None
9SIA24G28N3283,12-120-647,2/9/2017 12:42:55 PM,George L.,Two swivels,5, Two swivels, none,,None,None
9SIA24G28N3283,12-120-647,12/7/2011 1:51:05 AM,Chris E.,Great Cable,5, Great cable arrived fast perfect length, None,,None,None
9SIA24G28N3283,12-120-647,12/3/2011 4:08:20 PM,x z.,Dud,1, none for this brand but have had success with other swivel head HDMIcables, Dud cable., complete waste of time and money to RMA a $10 cable.,None,None
9SIA5M11T34614,1DG-000P-00014,1/17/2016 7:19:38 PM,Michelle G.,Perfect for our needs!,5," Light weight, flexible, and fantastic price!", None., Highly recommend.,None,None
9SIA5M11T34614,1DG-000P-00014,12/14/2015 9:12:55 PM,Andrew T.,,5," Working just as intended, shipped in a reasonable amount of time.", none.," It's a cable. It was the right length and the things connected are both working. Not much else to say, really. It works like it should.",None,None
9SIA5M11T34614,1DG-000P-00014,2/12/2015 6:36:36 AM,Don D.,Mis read,4," The Item is what I ordered,", Shipping in my opinion was excessive., Shipping was my fault as I overlooked the 5 to 15 Day posted on the Invoice. Next time I will not order unless I have the time to wait or will pay for faster shipping.,None,None
9SIA2PZ16Z5192,1DG-000N-000D9,6/19/2016 11:26:01 PM,Valued C.,Forspark 10ft 4K-HDMI 2.0 Ultra Premium High Speed HDMI Cable 26AWG,1," none, Maybe I could use it to hang something with... but maybes don't fly in June."," Does not work. Cable ends too bulky, Cable thickness way too thick, Gold plating looks fake. I purchased a VIZIO brand HDMI 2.0 cable from Wal-mart.  It works fine. No problems with that cable.  It is not too thick, The ends are NOT bulky and the picture comes in crystal clear every time.  I would give this a zero egg but that feature does not exist.", I recommend my friends steer clear of this item.,None,None
9SIA2PZ16Z5192,1DG-000N-000D9,5/21/2014 3:42:39 AM,Steve G.,Great Deal,5, Quick shipment and Great customer service," I ordered three...did not have colors I ordered, I was contacted to see if substitutes would be acceptable (the colors were not significant). When order arrived I had one glitch, one of the 10' cable packages actually contained a 6'6"" cable. Their response was to send out a 10' cable which I received in two days. I was told to keep the 6'6"" cable due to their error.",,1,1
9SIA2PZ16Z5192,1DG-000N-000D9,5/11/2014 6:55:55 AM,Todd R.,,5, good quality and price, none,,None,None
9SIA4M54M97736,82-999-252,12/8/2012 1:22:48 PM,daniel w.,30 ft,5, Can conect the laptop to the TV. And still have extra slack. Works great., None,,3,3
9SIA4M54M97736,82-999-252,3/8/2012 10:27:44 AM,Claudius E.,Cable? What cable?,1," Never got it. This is the last time I am dealing with The Egg. It has been nice, but I have to go. See ya!", The shipper had it on the truck for three days.The Egg had a hold on it. Shipper said they are going to send it back in five daysThe Egg said it would take two days to fix. I said they are going to send it back by the time they fix it. All week all long waiting for a cable.," You can not have full faith in a computer. You have to know there is some else on the other end of  your computer putting information in it.  That info may be wrong. If a human is telling you something and your computer is telling you another, you should look in to what the human is saying instead of relying on your computer. Computers are kool, but they do not think for themselves.",0,8
9SIA4M54M97736,82-999-252,9/2/2011 10:08:25 PM,Robert W.,,5," cheap price ,well made,works 100%", none, would buy another,4,4
N82E16882422114,82-422-114,12/19/2016 9:52:25 PM,K P.,very good product,5, works with no problems, can't see any except that it is rigid and not so flexible on occasions where you need to bend more," overall, quality product",None,None
N82E16882422114,82-422-114,3/7/2015 10:33:17 AM,Ken G.,Long and Thick HDMI Cable,4," This cable works to send HDMI signals 35ft. Some sources quote 35ft as the maximum recommended distance for HDMI, so this is an important length to have in our inventory.", Our non-technical users are clearly flustered by thick cables. I bought four of these and I'm only providing them to the techies., New Egg stocks various Coboc cables and they are all very different.,None,None
N82E16882422114,82-422-114,12/1/2013 5:18:49 AM,Alain R.,Verry good for the price,5, Well made, Nothing to said,,None,None
9SIA4M53YG7437,82-903-063,7/9/2014 10:31:00 PM,Michael J.,PC to TV,5, 10' to reach from PC in office to around doorway to TV in bedroom., None," Despite people claiming it is an extremely stiff cable, I had no trouble with the flexibility except towards the ends, which is a positive (to me) so that the cable won't split.",None,None
9SIA4M53YG7437,82-903-063,5/15/2014 3:39:09 PM,Charles M.,,5, thick sturdy cable. Have noticed a better picture with my PS4 using this., depending on how much room you got it is a thick cable that doesn't bend very easily but my TV sits on the entertainment stand so I cant say much I have plenty of room to hide and move wires., a well investment for my PS4. HDMI Sony gives with it as you should already know isn't great at all. not even gold plated.,None,None
9SIA4M53YG7437,82-903-063,11/3/2013 3:25:19 AM,Ted B.,Monstrous Cable,4," Great signal quality, well shielded, great all around quality i.e.; Plating quality on connectors", EXTREEMLY thick and ridged cable. every time I adjusted the viewing angle of the TV the cable popped out. I had to use electrical tape to secure the cable the of the TV., I really don't know if I need to go to this extreme quality cable. I can tell you that the signal from the source is stronger and different people have asked what we did to get our picture so crisp and clear. I just think stepping down a level or two to compare is my best course of action.,None,None
9SIA5M11UJ6213,1DG-003T-00001,4/27/2016 1:19:39 PM,DEAN T.,It works,5," It works and doesnt seem to have any percivable limitations yet, so that all i really ask of my cables", nope.avi,,None,None
9SIA5M11UJ6213,1DG-003T-00001,3/29/2016 3:21:39 PM,Anonymous,15ft HDMI cable,4, The length I needed for the job and it works well., It took quite awhile to get it which is why I rated Superdeals with such dissatisfaction.,,None,None
9SIA5M11UJ6213,1DG-003T-00001,12/12/2015 5:09:42 PM,Sally L.,What a joke.,1, none," Cheap bought through super deals and it never arrived when I told them this they said and I'm not making this up. Go check your mailbox, are you serious I would avoid this altogether.",,0,1
N82E16882241139,82-241-139,1/15/2013 8:32:52 AM,Patrick H.,Adapter Works...,3, Adapter works like a charm.," Cord doesn't work, at all...."," Just like the other reviews I bought this for the adapter but had hoped the other two reviewers were unlucky and got bad cords as i did plan to use this cord.  It would seem i was just unlucky.  Attempted using the cord with the adapter (pc to tv) didnt work. Switched cables and the adapter worked like a charm.  Also tried the included HDMI cable on my Cable box and DVD player. Didnt work on either.  Even without trying to use the cable you can instantly tell its of low quality, very thin gauge and weak connectors.  I have other cords from insten though that work great so this does not speak to the quality of all their products.",None,None
N82E16882241139,82-241-139,11/30/2012 3:34:27 PM,Anonymous,Get it for the Adapter,5," The adapter does exactly what you need it to do, and the thing it only $5 so hey, cant complain."," The HMDI is the worst one I've ever seen... I thought, how can a HDMI cable be bad? Really... It can function if you really needed to use it, but as for mine. Theres constant tearing in the image ever few seconds when its used for my 2nd PC screen, And once every couple mins if its just my Single monitor @1080p"," So what im saying is, Dont get it for the bonus cable. You probably wont end up using it. P.S.  Once i changed out the HDMI cable with a real one, I haven't had a single problem with the adapter.",1,1
N82E16882241139,82-241-139,10/8/2012 1:42:29 PM,Samantha S.,"Good adapter, see review",4," The adapter that came with it (the real reason I bought it) is good, is cheap, and it works. It's everything you're looking for in an adapter, and I bought it because it was the cheapest with free shipping (and came out to be the cheapest overall thanks to that)."," The HDMI cable that comes with it is a PIECE OF ****. For my use (since I only wanted the adapter), it doesn't really matter, but I figured I'd use the supplied cable, and it sucked. It is very poorly shielded. If you're going to buy this, buy the adapter, and then buy your own cable."," Overall, this gets 4 eggs, cause I could see me using that HDMI cable if I truly -needed- to, like if i were dirt broke and needed a cable to start job searching, but it doesn't get 5 eggs because of that cable. The adapter works fine though.",1,1
N82E16882123283,82-123-283,2/7/2016 12:16:08 PM,Melissa F.,Didnot think that 20ft cable would work without a singnal booster.,5, It worked without issue and without a signal booster., Does not come with a fedora., Can be used as a powerful whip if you need to acquire ancient lost artifacts.,2,2
N82E16882123283,82-123-283,7/11/2015 6:59:50 PM,Ronald T.,Belkin,5, Nice heavy cable. Works good., None, I trusted this name to make a good cable and wasn't disappointed.,1,1
N82E16882123283,82-123-283,5/27/2013 8:10:57 AM,Francisco R.,Great Cable,5, Works Great, no flaws,,1,1
9SIA2JX1PN7462,1DG-000F-00068,7/3/2015 5:02:13 AM,Scott H.,Great Product,5," Quality construction, nice packaging comes with a velcro strap.", None,,None,None
9SIA2JX1PN7462,1DG-000F-00068,3/24/2015 7:43:25 AM,Paul M.,great,5, fast shipping. Great cable, none,,None,None
9SIA2JX1PN7462,1DG-000F-00068,9/29/2014 10:08:52 PM,Ryan G.,excillent,5, Works like it advertised, none,,None,None
9SIA91J59M9871,0SV-00CS-00001,12/3/2016 5:29:31 PM,Hai S.,Club3d 10m hdmi cable,5, -works perfectly-solid cable and connectors, none yet,,1,1
9SIA91J59M9871,0SV-00CS-00001,10/16/2016 8:41:04 AM,HON W.,GREAT PRODUCT,5, HDMI Premium Certified .True 4K UHD cable, None, Good price for a Premium Certified HDMI cable compared with other high price non Premium Certified HDMI cable.,1,1
9SIA91J59M9871,0SV-00CS-00001,8/19/2016 1:35:14 PM,Mark M.,Club3D CAC-1310 HDMI Premium Certified 2.0 High Speed 4K/60Hz UHD Cable 30AWG 3 meter,5, -works-braided, -didnt come with a 4k tv attached to it., -prob grab a couple more on the next order,3,3
9SIA76H2K12689,1DG-0008-00004,4/19/2015 1:11:26 PM,Sandra D.,Works as it should.,5, Still works. I use it daily for hours. Very happy with product., None for me., This cord is still working close to a year.,None,None
9SIA76H2K12689,1DG-0008-00004,2/12/2015 11:18:28 AM,JOHN M.,"Defective, but functional",3, Low price, Exposed bare wire on plug due to molding defect. Casual use only.," Expected non-defective item, but not worth returning",None,None
9SIA76H2K12689,1DG-0008-00004,1/10/2015 12:41:01 PM,JOHN M.,As described,5, Performs as expected so far., None so far," Shipping was 3 weeks, but it was free. Didn't need it right away, so no complaints.",None,None
9SIA24G0P72237,82-379-091,3/28/2015 8:55:38 PM,DANIEL R.,"Great cable, solid connectors",5," Cable is a decent quality, and thick without being inflexible,Cable ends are encased in a more solid molded plastic than some cheaper cables.", None," While the price is maybe twice the cost of a cheaper cable, I got tired of the cheaper cable ends snapping apart or bending.  Either one will deliver a good image, but cheaper cables just don't hold up if you are moving/removing them periodically.I have a number of hdmi and coax audio cables, and continue to be impressed with the quality of the belkin ones.  Their product usually costs slightly more than the cheapest offerings, but the quality is always evident.",None,None
9SIA24G0P72237,82-379-091,9/2/2010 4:37:01 PM,Marc S.,,4, Great cable.  High quality and a fair price.  Belkin makes good stuff.," None, unless you don't like saving money."," Don't waste your cash on the high end Monster HDMI cables, they're a total scam.  You will not be able to tell the difference in signal transmission quality unless maybe you have a frequency analyzer built into your brain.",2,2
9SIA24G0P72237,82-379-091,8/19/2010 6:01:01 PM,Gary G.,Great Cable,5, Length. Needed longer cable to connect DVD player to T.V., None, In my opinion Belkin makes great products at reasonable prices.Never have second thoughts about purchasing from Belkin.Shipped fast and was priced lower(including shipping) than any local stores in my area.Newegg is still the best.,None,None
9SIAAZM45N8673,1DG-0052-00044,12/23/2016 12:24:32 AM,TIMOTHY V.,Power cord not for USA,1," Price was good enough that i still would have bought it,"," but selling on Newegg, in English and shipping to USA ""Power Supply: DC 5V"" needs to say US converter not included. I would have bought the US power cord at the same time, instead now i have to wait for one to arrive and pay for separate shipping.",,None,None
9SIAAZM45N8673,1DG-0052-00044,2/20/2016 3:33:42 PM,Keith R.,2:1 HDMI SPlitter,4, Tracking works - up until arrival in Canada, Noting Really,,None,None
9SIAAZM45N8673,1DG-0052-00044,12/28/2015 10:34:33 PM,Mr. J.,Power supply not usable in US,1, ? I have not been able to use it.," I ordered this splitter a couple of weeks ago and received it today. The problem is that the power supply has the Euro style round pins, so I cannot plug it in to use it. The discription said nothing about it being a Euro style power supply.", I would not recommend this unless you live in Europe or have an alternate power supply.,None,None
N82E16882241191,82-241-191,2/4/2016 7:09:05 AM,Chris H.,not shielded,1, long cable," These cables are not shielded. I know that because whenever my AC/Heater unit would turn on, the video signal would cut out for about 5 seconds.",,None,None
N82E16882241191,82-241-191,4/1/2015 6:34:03 PM,owen k.,Maybe ok.,1, Looked like good cable....," Might have worked for some applications, just not mine."," Did not pass my cable tester as pins were dark on the tester.For some reason, some hdmi cable manufacturers do not connect all the pins.  I have researched this and I cannot find a thing on this.  I do know that some hdmi splitters and repeaters must have a ""full"" cables to operate correctly.  I have proved this myself.",1,1
N82E16882241191,82-241-191,11/18/2012 9:49:58 AM,Jason W.,Great Price and Product,5, Fast shipping and exactly what I needed., None,,1,2
9SIA6J32B97830,1DG-0053-00022,10/14/2015 7:55:53 AM,Michael P.,works as expected,5," plugged it in and it worked.  no video issues, even running near some other copper data cabling (GBe, DVI, VGA).", none," only running a single-link video mode right now, but connected to a dual-link DVI KVM switch, so wanted to prepare for the future by having the right hardware",None,None
9SIA6J32B97830,1DG-0053-00022,10/9/2015 11:43:10 AM,Anonymous,So far so good!,5, Nice sleeving made very well high quality picture.  Should hold up and last for a good while.  I can recommend this cable., Shipping takes a while but for the price it is well worth the wait!,,None,None
9SIA6J32B97830,1DG-0053-00022,3/27/2015 10:26:55 AM,Alan L.,Great Cable,5, Looks really well made and no issues with cable., None,,None,None
N82E16882203100,82-203-100,11/5/2014 1:50:47 PM,Anonymous,Solid Cable,5," Audio works, video works. Cable is solid and well built. It's a single-direction cable (like most any HDMI of this length), so they conveniently labeled the connector ends with ""input"" and ""output"" on the plastic so that you don't mix them up when plugging it in."," None, does exactly what it's supposed to do."," This is exactly what you need if you want a long HDMI cable. Just make sure you note that it's single-directional (the ends are labeled ""input"" and ""output"" so you don't mix them up).",None,None
N82E16882203100,82-203-100,9/7/2012 4:19:30 PM,Aaron C.,,1, None, Cable was dead on arrival,,None,None
N82E16882203100,82-203-100,6/3/2012 8:19:37 PM,Larry W.,NO Sound,1," Video OK, but sound was intermittent or not at all.", No sound,,None,None
9SIA7HN4UE0184,12-120-061,11/4/2010 12:55:49 PM,Jeff G.,I love it,5," Works great.  I bought a 60 dollar hdmi to dvi cable from radio shack to try it out and I thought the quality was good, but it was a bit grainy.  I took it back and got this cause it was liteerally 1/4th the price and I swear the picture quality is better.  Not sure though, maybe I'm just excited to have saved a nice bit of money haha.Fits snug, idk, just good quality in general", took more than 3 days to get here," Highly recommended, I could have gone with a cheaper cable on here but I went with a slightly better quality cable for a bit more and I believe it was worth it.",None,None
9SIA7HN4UE0184,12-120-061,5/19/2009 12:52:20 PM,Andrew F.,Works Great,5," I bought this over some other brands since I've had good luck with Tripp Lite products in the past.  This works flawlessly with my notebook's Geforce 9650GT and my Dell 1905 monitor-it's just like the notebook has a DVI port.I also connect and disconnect this daily, and so far it shows no sign of any wear, or the connection getting looser or anything like that.", None,,None,None
9SIA7HN4UE0184,12-120-061,4/13/2008 7:43:31 AM,Scott A.,Fine,5, Works as advertised. Alot less expensive than most, None,,2,2
N82E16882189026,82-189-026,12/26/2016 6:24:42 PM,R S.,apparent good quality produce,5," Gold plated usually implies little if any corrosion on connector, especially in harsh enviornments", none," Got it on sale, would buy it again.  Used to connect a monitor to a new computer.",None,None
N82E16882189026,82-189-026,12/24/2016 6:21:00 PM,Anonymous,Run away,1, None," Audio constantly cuts out, worthless, problem is with brand, bought 2 different lengths, both cut out. Please stop carrying this brand",,1,1
