NID,NAME,CATEGORY,PRICE,NUM_REVIEWS,BRAND,INFO
N82E16813128772,gigabyte ga-x99-ud3p  rev. 1.0  lga 2011-v3 intel x99 sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,179.99,44,gigabyte,ga-x99-ud3p  rev. 1.0 
9SIA67S5CF5111,intel boxdg45fc lga 775 intel g45 hdmi mini itx intel motherboard,Motherboards,999,45,intel,boxdg45fc
N82E16813157634,asrock asrock fatal1ty gaming z170 gaming k4 lga 1151 intel z170 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,139.99,45,asrock,z170 gaming k4
9SIABVR54D3301,gigabyte g1 gaming ga-z170x-gaming 3  rev. 1.0  lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,149.98,48,gigabyte,ga-z170x-gaming 3  rev. 1.0 
N82E16813130918,msi h110m gaming lga 1151 intel h110 hdmi sata 6gb/s usb 3.1 micro atx intel motherboard,Motherboards,69.99,46,msi,h110m gaming
9SIA67S5CF6604,intel boxdx79si lga 2011 intel x79 sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,999,47,intel,boxdx79si
9SIABVR50X9667,msi msi gaming x99a gaming 7 lga 2011-v3 intel x99 sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,259.96,48,msi,x99a gaming 7
N82E16813157676,asrock fatal1ty z170 professional gaming i7 lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,209.99,47,asrock,z170 professional gaming i7
9SIA1N83V45274,gigabyte g1 gaming ga-z170x-gaming 5  rev. 1.0  lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,159.89,47,gigabyte,ga-z170x-gaming 5  rev. 1.0 
9SIA1N83UD9861,asus z170-p lga 1151 intel z170 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,119.78,49,asus,z170-p
9SIA1N83UD9978,gigabyte ga-x99-ud5 wifi lga 2011-v3 intel x99 sata 6gb/s usb 3.0 extended atx intel motherboard,Motherboards,303.11,48,gigabyte,ga-x99-ud5 wifi
9SIA1N83UD9919,gigabyte ga-h97n-wifi lga 1150 intel h97 hdmi sata 6gb/s usb 3.0 mini itx intel motherboard,Motherboards,119.89,48,gigabyte,ga-h97n-wifi
N82E16813188178,evga z170 ftw 140-ss-e177-kr lga 1151 intel z170 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,139.99,49,evga,140-ss-e177-kr
N82E16813157675,asrock z170m extreme4 lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 micro atx intel motherboard,Motherboards,124.99,48,asrock,z170m extreme4
N82E16813128840,gigabyte ga-z170x-ud3  rev. 1.0  lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 atx intel motherboard,Motherboards,144.99,50,gigabyte,ga-z170x-ud3  rev. 1.0 
N82E16813132517,asus x99-pro/usb 3.1 lga 2011-v3 intel x99 sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,339.99,51,asus,x99-pro/usb 3.1
9SIA85V4M10171,gigabyte ga-h81m-hd3 lga 1150 intel h81 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard,Motherboards,78.98,51,gigabyte,ga-h81m-hd3
9SIA85V41B1195,asus z97-e lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,289.47,52,asus,z97-e
N82E16813132822,asus rog strix x99 gaming lga 2011-v3 intel x99 sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,334.99,53,asus,rog strix x99 gaming
9SIA0AJ5A29144,asus rog maximus viii formula lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,599.89,53,asus,maximus viii formula
9SIA85V4RX5220,asrock z170 pro4 lga 1151 intel z170 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,164.5,54,asrock,z170 pro4
N82E16813157451,asrock h81m-itx lga 1150 intel h81 hdmi sata 6gb/s usb 3.0 mini itx intel motherboard,Motherboards,54.99,56,asrock,h81m-itx
9SIA2F84YK2146,asus rog rampage v edition 10 lga 2011-v3 intel x99 sata 6gb/s usb 3.1 usb 3.0 extended atx motherboards - intel,Motherboards,569.21,59,asus,rampage v edition 10
N82E16813128843,gigabyte ga-z170-hd3  rev. 1.0  lga 1151 intel z170 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,104.99,58,gigabyte,ga-z170-hd3  rev. 1.0 
N82E16813157511,asrock h97 pro4 lga 1150 intel h97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,79.99,60,asrock,h97 pro4
9SIA85V4S96713,asrock h97m anniversary lga 1150 intel h97 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard,Motherboards,213.5,60,asrock,h97m anniversary
N82E16813157507,asrock z97 pro4 lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,102.99,61,asrock,z97 pro4
N82E16813132691,asus z170-e lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,134.99,63,asus,z170-e
N82E16813188163,evga x99 classified 151-he-e999-kr lga 2011-v3 intel x99 sata 6gb/s usb 3.0 extended atx intel motherboard,Motherboards,299.99,63,evga,151-he-e999-kr
9SIA0AJ5BS8762,asus z97-e/usb3.1 lga 1150 intel z97 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,124.89,64,asus,z97-e/usb3.1
N82E16813157739,asrock fatal1ty z270 gaming k6 lga 1151 intel z270 hdmi sata 6gb/s usb 3.1 usb 3.0 atx motherboards - intel,Motherboards,169.99,74,asrock,z270 gaming k6
N82E16813157505,asrock asrock fatal1ty gaming fatal1ty z97x killer lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,139.99,65,asrock,fatal1ty z97x killer
N82E16813157650,asrock asrock fatal1ty gaming z170 gaming-itx/ac lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 mini itx intel motherboard,Motherboards,174.99,66,asrock,z170 gaming-itx/ac
N82E16813157627,asrock z170 extreme7+ lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,199.99,67,asrock,z170 extreme7+
N82E16813132699,asus rog maximus viii hero alpha lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,278.99,69,asus,maximus viii hero alpha
9SIA85V4M09754,gigabyte ga-z97-hd3  rev. 2.0  lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,213.89,69,gigabyte,ga-z97-hd3  rev. 2.0 
N82E16813128822,gigabyte ga-b85m-ds3h-a lga 1150 intel b85 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard,Motherboards,62.99,69,gigabyte,ga-b85m-ds3h-a
N82E16813130920,msi z170a krait gaming 3x lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 atx intel motherboard,Motherboards,144.99,70,msi,z170a krait gaming 3x
9SIA2F84D69311,asus rog rampage v extreme/u3.1 lga 2011-v3 intel x99 sata 6gb/s usb 3.0 extended atx intel gaming motherboard,Motherboards,497.15,71,asus,rampage v extreme/u3.1
N82E16813130934,msi x99a gaming pro carbon lga 2011-v3 intel x99 sata 6gb/s usb 3.1 atx motherboards - intel,Motherboards,309.99,74,msi,x99a gaming pro carbon
9SIA67S5CF5697,intel blkd975xbx2kr lga 775 intel 975x atx intel motherboard,Motherboards,999,77,intel,blkd975xbx2kr
9SIA85V4M09442,gigabyte ga-b85m-ds3h  rev. 3.0  lga 1150 intel b85 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard,Motherboards,92.98,78,gigabyte,ga-b85m-ds3h  rev. 3.0 
9SIA1UH4SP2095,msi msi gaming z170a xpower gaming titanium edition lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 atx intel motherboard,Motherboards,277.69,79,msi,z170a xpower gaming titanium edition
N82E16813132568,asus z170-deluxe lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,299.99,82,asus,z170-deluxe
9SIA2F84D69401,asus tuf sabertooth x99 lga 2011-v3 intel x99 sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,313.69,84,asus,sabertooth x99
N82E16813157540,asrock asrock fatal1ty gaming fatal1ty x99x killer lga 2011-v3 intel x99 sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,254.99,84,asrock,fatal1ty x99x killer
N82E16813132516,asus x99-a/usb 3.1 lga 2011-v3 intel x99 sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,229.99,85,asus,x99-a/usb 3.1
9SIA6ZP4057958,msi z170a sli plus lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 atx intel motherboard,Motherboards,138.87,86,msi,z170a sli plus
N82E16813128873,gigabyte ga-h110m-a  rev. 1.0  lga 1151 intel h110 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard,Motherboards,55.99,87,gigabyte,ga-h110m-a  rev. 1.0 
9SIA85V52G1658,gigabyte g1 gaming ga-z97x-gaming 5  rev. 1.0  lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,285.99,88,gigabyte,ga-z97x-gaming 5  rev. 1.0 
N82E16813132052,asus h81m-k lga 1150 intel h81 sata 6gb/s usb 3.0 uatx intel motherboard,Motherboards,49.99,89,asus,h81m-k
N82E16813132586,asus rog maximus viii ranger lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,179.99,95,asus,maximus viii ranger
N82E16813157636,asrock z170 pro4s lga 1151 intel z170 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,89.99,94,asrock,z170 pro4s
N82E16813157746,asrock z270 killer sli/ac lga 1151 intel z270 hdmi sata 6gb/s usb 3.0 atx motherboards - intel,Motherboards,129.99,117,asrock,z270 killer sli/ac
9SIA0FU4BD0131,msi x99a sli plus lga 2011-v3 intel x99 sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,220.68,99,msi,x99a sli plus
9SIA85V41B1151,asus z97-pro gamer lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,334.94,111,asus,z97-pro gamer
N82E16813132510,asus z97-a/usb 3.1 lga 1150 intel z97 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,134.99,113,asus,z97-a/usb 3.1
N82E16813157369,asrock z87 extreme4 lga 1150 intel z87 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,99.99,116,asrock,z87 extreme4
9SIA2W04MC6553,gigabyte ga-z170x-ud5  rev. 1.0  lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,177,121,gigabyte,ga-z170x-ud5  rev. 1.0 
N82E16813157543,asrock x99 extreme4 lga 2011-v3 intel x99 sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,160.99,127,asrock,x99 extreme4
N82E16813128841,gigabyte ga-z170xp-sli  rev. 1.0  lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,124.99,136,gigabyte,ga-z170xp-sli  rev. 1.0 
9SIABVR4PZ2353,msi msi gaming z170a gaming m7 lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 atx intel motherboard,Motherboards,207.99,141,msi,z170a gaming m7
N82E16813157503,asrock z97 extreme4 lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,114.99,155,asrock,z97 extreme4
N82E16813157500,asrock z97 extreme6 lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,159.99,155,asrock,z97 extreme6
N82E16813132567,asus z170 pro gaming lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,134.99,159,asus,z170 pro gaming
9SIA85V4R41890,msi z97 pc mate lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,339.89,174,msi,z97 pc mate
9SIABVR4RH7743,msi h81m-p33 lga 1150 intel h81 sata 6gb/s usb 3.0 micro atx intel motherboard,Motherboards,57.29,177,msi,h81m-p33
N82E16813130873,msi msi gaming z170a gaming m5 lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 atx intel motherboard,Motherboards,154.99,177,msi,z170a gaming m5
9SIA85V50C7295,asrock asrock fatal1ty gaming fatal1ty z97 killer lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,158.89,181,asrock,fatal1ty z97 killer
9SIA85V4MU3613,asrock h97m pro4 lga 1150 intel h97 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard,Motherboards,339.89,202,asrock,h97m pro4
9SIA85V4S50090,gigabyte ga-z97x-sli lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,213.89,212,gigabyte,ga-z97x-sli
N82E16813132565,asus rog maximus viii hero lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel gaming motherboard,Motherboards,209.99,234,asus,maximus viii hero
N82E16813132566,asus z170-a lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,154.99,238,asus,z170-a
9SIABVR4TX0350,msi msi gaming z97 gaming 5 lga 1150 intel z97 hdmi sata 6gb/s usb 3.0 atx intel motherboard,Motherboards,189.99,291,msi,z97 gaming 5
9SIA67S5CF5599,intel boxd975xbx2kr lga 775 intel 975x atx intel motherboard,Motherboards,999,292,intel,boxd975xbx2kr
N82E16813128835,gigabyte g1 gaming ga-z170x-gaming 7  rev. 1.0  lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard,Motherboards,179.99,456,gigabyte,ga-z170x-gaming 7  rev. 1.0 
9SIA4RE4BR9749,"hyperx 3k 2.5"" 120gb sata iii mlc internal solid state drive  ssd   upgrade bundle kit  sh103s3b/120g",Internal SSDs,159.19,155,hyperx,sh103s3b/120g
9SIA0AJ11K9992,"mushkin enhanced callisto deluxe 2.5"" 120gb sata ii mlc internal solid state drive  ssd  mknssdcl120gb-dx",Internal SSDs,165.45,158,mushkin enhanced,mknssdcl120gb-dx
9SIA4RE4FF6748,"sandisk 2.5"" 128gb sata iii internal solid state drive  ssd  sdssdp-128g-g25",Internal SSDs,109.99,162,sandisk,sdssdp-128g-g25
N82E16820226678,"mushkin enhanced eco2 2.5"" 120gb sata iii mlc internal solid state drive  ssd  mknssdec120gb",Internal SSDs,54.99,163,mushkin enhanced,mknssdec120gb
9SIA85V3R92297,"mushkin enhanced eco2 2.5"" 240gb sata iii mlc internal solid state drive  ssd  mknssdec240gb",Internal SSDs,102.99,170,mushkin enhanced,mknssdec240gb
9SIA12K3U60463,samsung 950 pro m.2 2280 256gb pci-express 3.0 x4 internal solid state drive  ssd  mz-v5p256bw,Internal SSDs,369.95,170,samsung,mz-v5p256bw
9SIA85V5AJ4688,"mushkin enhanced chronos deluxe 2.5"" 240gb sata iii mlc internal solid state drive  ssd  mknssdcr240gb-dx",Internal SSDs,113.29,181,mushkin enhanced,mknssdcr240gb-dx
9SIA0AJ3GU1230,"pny optima ssd7sc240gopt-rb 2.5"" 240gb sata iii synchronous-mode internal solid state drive  ssd ",Internal SSDs,159.89,191,pny,ssd7sc240gopt-rb
9SIAADF3YT4138,"samsung 840 evo 2.5"" 1tb sata iii mlc internal solid state drive  ssd  mz-7te1t0bw",Internal SSDs,625.94,188,samsung,mz-7te1t0bw
N82E16820226596,"mushkin enhanced reactor 2.5"" 1tb sata iii mlc internal solid state drive  ssd  mknssdre1tb",Internal SSDs,249.99,207,mushkin enhanced,mknssdre1tb
9SIA85V4RG8213,"mushkin enhanced chronos 2.5"" 60gb sata iii asynchronous mlc internal solid state drive  ssd  mknssdcr60gb",Internal SSDs,81.04,212,mushkin enhanced,mknssdcr60gb
9SIAAP64ZW7942,samsung 950 pro m.2 2280 512gb pci-express 3.0 x4 internal solid state drive  ssd  mz-v5p512bw,Internal SSDs,472,227,samsung,mz-v5p512bw
9SIA6232GP3204,"silicon power slim s60 2.5"" 120gb sata iii mlc internal solid state drive  ssd  sp120gbss3s60s25",Internal SSDs,109.89,233,silicon power,sp120gbss3s60s25
9SIA4RE2Z37687,"crucial mx100 2.5"" 512gb sata iii mlc internal solid state drive  ssd  ct512mx100ssd1",Internal SSDs,329.99,244,crucial,ct512mx100ssd1
9SIA4RE32A6834,"sandisk extreme 2.5"" 120gb sata iii internal solid state drive  ssd  sdssdx-120g-g25",Internal SSDs,172.99,245,sandisk,sdssdx-120g-g25
9SIA4RE2Z37686,"crucial mx100 2.5"" 256gb sata iii mlc internal solid state drive  ssd  ct256mx100ssd1",Internal SSDs,139.99,274,crucial,ct256mx100ssd1
N82E16820147360,"samsung 850 pro 2.5"" 256gb sata iii 3-d vertical internal solid state drive  ssd  mz-7ke256bw",Internal SSDs,129.99,283,samsung,mz-7ke256bw
9SIA0AJ3JR2692,"crucial m4 ct128m4ssd2cca 2.5"" 128gb sata iii mlc internal solid state drive  ssd  with transfer kit",Internal SSDs,266.95,288,crucial,ct128m4ssd2cca
9SIAADF3ZD3054,"samsung 840 series 2.5"" 250gb sata iii tlc internal solid state drive  ssd  mz-7td250bw",Internal SSDs,219.99,295,samsung,mz-7td250bw
9SIA4RE2Z37684,"crucial m500 ct240m500ssd1 2.5"" 240gb sata iii mlc internal solid state drive  ssd ",Internal SSDs,139.99,299,crucial,ct240m500ssd1
N82E16820721108,"kingston ssdnow v300 series 2.5"" 240gb sata iii internal solid state drive  ssd  sv300s37a/240g",Internal SSDs,82,349,kingston,sv300s37a/240g
9SIAADF3ZD3034,"samsung 840 evo 2.5"" 500gb sata iii tlc internal solid state drive  ssd  mz-7te500bw",Internal SSDs,388.49,402,samsung,mz-7te500bw
9SIA4RE2Z37673,"crucial m4 2.5"" 256gb sata iii mlc internal solid state drive  ssd  ct256m4ssd2",Internal SSDs,198.99,403,crucial,ct256m4ssd2
9SIA0AJ5BT2316,"samsung 840 series 2.5"" 120gb sata iii internal solid state drive  ssd  mz-7td120bw",Internal SSDs,149.89,417,samsung,mz-7td120bw
9SIABZ050X4274,"samsung 830 series 2.5"" 128gb sata iii mlc internal solid state drive  ssd  mz-7pc128b/ww",Internal SSDs,298.58,473,samsung,mz-7pc128b/ww
9SIAADF3ZW0532,"samsung 840 pro series 2.5"" 128gb sata iii mlc internal solid state drive  ssd  mz-7pd128bw",Internal SSDs,235,554,samsung,mz-7pd128bw
9SIAADF3ZD3030,"samsung 840 evo mz-7te120bw 2.5"" 120gb sata iii tlc internal solid state drive  ssd ",Internal SSDs,154.49,582,samsung,mz-7te120bw
9SIA85V5AJ4679,"samsung 840 evo mz-7te250bw 2.5"" 250gb sata 6gb/s 1x nm samsung toggle ddr 2.0 3-bit mlc nand flash memory  400mbps  internal solid state drive  ssd ",Internal SSDs,219.98,721,samsung,mz-7te250bw
N82E16820147373,"samsung 850 evo 2.5"" 500gb sata iii 3-d vertical internal solid state drive  ssd  mz-75e500b/am",Internal SSDs,0,762,samsung,mz-75e500b/am
9SIA4RE4BR9569,"hyperx 3k 2.5"" 120gb sata iii mlc internal solid state drive  ssd   stand-alone drive  sh103s3/120g",Internal SSDs,103.99,767,hyperx,sh103s3/120g
9SIA85V4FK8392,"mushkin enhanced chronos 2.5"" 120gb sata iii mlc internal solid state drive  ssd  mknssdcr120gb",Internal SSDs,156.94,782,mushkin enhanced,mknssdcr120gb
N82E16820147372,"samsung 850 evo 2.5"" 250gb sata iii 3-d vertical internal solid state drive  ssd  mz-75e250b/am",Internal SSDs,0,795,samsung,mz-75e250b/am
9SIAADF3ZD3050,"samsung 840 pro series 2.5"" 256gb sata iii mlc internal solid state drive  ssd  mz-7pd256bw",Internal SSDs,309.99,829,samsung,mz-7pd256bw
9SIA4RE2Z37671,"crucial m4 2.5"" 128gb sata iii mlc internal solid state drive  ssd  ct128m4ssd2",Internal SSDs,133.49,849,crucial,ct128m4ssd2
N82E16820721107,"kingston ssdnow v300 series 2.5"" 120gb sata iii internal solid state drive  ssd  sv300s37a/120g",Internal SSDs,52.99,908,kingston,sv300s37a/120g
9SIA4RE2Z37650,"crucial m4 2.5"" 64gb sata iii mlc internal solid state drive  ssd  ct064m4ssd2",Internal SSDs,126.99,973,crucial,ct064m4ssd2
N82E16820231697,g.skill 4gb 204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c11s-4gsl,Memory,26.99,26,g.skill,f3-1600c11s-4gsl
N82E16820233578,corsair valueselect 8gb 204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model cmso8gx3m1c1600c11,Memory,52.99,5,corsair,cmso8gx3m1c1600c11
9SIA1K64YS6732,g.skill 4gb 204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c9s-4gsl,Memory,27.96,5,g.skill,f3-1600c9s-4gsl
N82E16820226280,mushkin enhanced essentials 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model 997037,Memory,54.99,5,mushkin enhanced,997037
N82E16820226026,mushkin enhanced 4gb 204-pin ddr3 so-dimm ddr3 1333  pc3 10666  laptop memory model 991647,Memory,26.99,5,mushkin enhanced,991647
N82E16820104667,hyperx impact 32gb  2 x 16g  260-pin ddr4 so-dimm ddr4 2400  pc4 19200  laptop memory model hx424s14ibk2/32,Memory,274.88,5,hyperx,hx424s14ibk2/32
N82E16820231581,g.skill 8gb 204-pin ddr3 so-dimm ddr3 1600  pc3 12800  laptop memory model f3-1600c10s-8gsq,Memory,49.99,5,g.skill,f3-1600c10s-8gsq
N82E16820232147,g.skill ripjaws series 8gb 260-pin ddr4 so-dimm ddr4 2133  pc4 17000  laptop memory model f4-2133c15s-8grs,Memory,51.99,5,g.skill,f4-2133c15s-8grs
N82E16820313719,team elite 8gb 260-pin ddr4 so-dimm ddr4 2133  pc4 17000  laptop memory model ted48g2133c15-s01,Memory,43.99,5,team,ted48g2133c15-s01
N82E16820139976,kingston 8gb 204-pin ddr3 so-dimm ddr3 1333 laptop memory model kvr1333d3s9/8g,Memory,54.68,5,kingston,kvr1333d3s9/8g
N82E16820242125,kingston 8gb 260-pin ddr4 so-dimm ddr4 2133  pc4 17000  laptop memory model kvr21s15d8/8,Memory,60.79,5,kingston,kvr21s15d8/8
9SIA4YU2AH9159,adata 2gb 200-pin ddr2 so-dimm ddr2 667  pc2 5300  laptop memory model vdope1b16,Memory,32.12,6,adata,vdope1b16
9SIA4YU2B18953,team 2gb 200-pin ddr2 so-dimm ddr2 800  pc2 6400  laptop memory model tsdd2048m800c5-e,Memory,31.75,6,team,tsdd2048m800c5-e
9SIA1K64N58509,adata premier series 16gb  2 x 8g  204-pin ddr3 so-dimm ddr3 1333  pc3 10666  laptop memory model ad3s1333w8g9-2,Memory,152.99,6,adata,ad3s1333w8g9-2
9SIA4UB4PT1044,crucial 2gb 204-pin ddr3 so-dimm ddr3l 1333  pc3l 10600  laptop memory model ct25664bf1339,Memory,29.78,6,crucial,ct25664bf1339
N82E16820231768,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10666  laptop memory model f3-1333c9d-8gsa,Memory,54.99,6,g.skill,f3-1333c9d-8gsa
N82E16820239849,kingston 2gb 204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model kvr13s9s6/2,Memory,16.68,6,kingston,kvr13s9s6/2
N82E16820231512,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1600  pc3 12800  laptop memory model f3-12800cl11d-8gbsa,Memory,53.99,6,g.skill,f3-12800cl11d-8gbsa
9SIA4P04T43539,ballistix sport sodimm 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1866  pc3 14900  laptop memory model bls2k4g3n18aes4,Memory,69,6,ballistix,bls2k4g3n18aes4
9SIA4P05706521,crucial 16gb 204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model ct204864bf160b,Memory,155.64,6,crucial,ct204864bf160b
N82E16820231699,g.skill 8gb 204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model f3-1600c11s-8gsl,Memory,44.99,6,g.skill,f3-1600c11s-8gsl
N82E16820232156,g.skill ripjaws series 32gb  2 x 16g  260-pin ddr4 so-dimm ddr4 2400  pc4 19200  laptop memory model f4-2400c16d-32grs,Memory,199.99,6,g.skill,f4-2400c16d-32grs
N82E16820239390,kingston 16gb  2 x 8g  204-pin ddr3 so-dimm ddr3 1600 laptop memory model kvr16s11k2/16,Memory,106.99,7,kingston,kvr16s11k2/16
N82E16820239389,kingston 16gb  2 x 8g  204-pin ddr3 so-dimm ddr3 1333 laptop memory model kvr13s9k2/16,Memory,106.99,6,kingston,kvr13s9k2/16
N82E16820191394,crucial 4gb 204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model ct51264bf160b,Memory,29.99,5,crucial,ct51264bf160b
9SIA85V4NW5237,mushkin enhanced 512mb 200-pin ddr so-dimm ddr 400  pc 3200  laptop memory model 991306,Memory,20.98,7,mushkin enhanced,991306
9SIA1K64285573,g.skill 4gb 204-pin ddr3 so-dimm ddr3 1600  pc3 12800  laptop memory model f3-12800cl9s-4gbsq,Memory,32.02,7,g.skill,f3-12800cl9s-4gbsq
N82E16820231708,g.skill ripjaws series 8gb 204-pin ddr3 so-dimm ddr3 1866  pc3 14900  laptop memory model f3-1866c10s-8grsl,Memory,55.99,7,g.skill,f3-1866c10s-8grsl
9SIABB74D15566,patriot signature 8gb 204-pin ddr3 so-dimm ddr3 1600  pc3 12800  laptop memory model psd38g16002s,Memory,47.99,7,patriot,psd38g16002s
N82E16820231774,g.skill ripjaws 32gb  4 x 8g  204-pin ddr3 so-dimm ddr3l 1600 laptop memory model f3-1600c9q-32grsl,Memory,199.99,7,g.skill,f3-1600c9q-32grsl
N82E16820104585,hyperx impact 8gb 260-pin ddr4 so-dimm ddr4 2133  pc4 17000  laptop memory model hx421s13ib/8,Memory,70.99,7,hyperx,hx421s13ib/8
9SIA0FU4A10418,kingston 1gb 200-pin ddr2 so-dimm ddr2 800  pc2 6400  laptop memory model kvr800d2s6/1g,Memory,26.66,8,kingston,kvr800d2s6/1g
9SIA85V4NW5067,mushkin enhanced 1gb 200-pin ddr so-dimm ddr 400  pc 3200  laptop memory model 991307,Memory,25.99,8,mushkin enhanced,991307
9SIA1UH3YS7989,corsair 4gb 200-pin ddr2 so-dimm ddr2 800  pc2 6400  laptop memory model vs4gsds800d2,Memory,76.89,9,corsair,vs4gsds800d2
N82E16820104477,hyperx impact black series 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model hx316ls9ibk2/8,Memory,66.99,9,hyperx,hx316ls9ibk2/8
9SIA0AJ52J5974,ballistix sport sodimm 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3l 1600  pc3l 12800  laptop memory model bls2k4g3n169es4,Memory,129.95,9,ballistix,bls2k4g3n169es4
9SIA4S82BP8931,super talent 2gb 200-pin ddr2 so-dimm ddr2 667  pc2 5300  laptop memory model t667sb2g/v,Memory,37,10,super talent,t667sb2g/v
9SIA4RE54X2006,crucial 8gb 204-pin ddr3 so-dimm ddr3l 1333  pc3l 10600  laptop memory model ct102464bf1339,Memory,82.99,10,crucial,ct102464bf1339
